,day,cumulative_infected,type,type_pretty
69,10.0,8.980000000000018,Total infected,10%
70,11.0,12.192499999999995,Total infected,10%
71,12.0,15.887699999999995,Total infected,10%
72,13.0,20.45879999999994,Total infected,10%
73,14.0,23.725499999999954,Total infected,10%
74,15.0,26.13620000000003,Total infected,10%
75,16.0,29.789700000000096,Total infected,10%
76,17.0,34.40270000000001,Total infected,10%
77,18.0,39.46889999999999,Total infected,10%
78,19.0,44.92990000000003,Total infected,10%
79,20.0,50.97190000000006,Total infected,10%
80,21.0,55.02600000000004,Total infected,10%
81,22.0,58.04189999999997,Total infected,10%
82,23.0,61.87960000000001,Total infected,10%
83,24.0,66.42089999999999,Total infected,10%
84,25.0,71.12020000000001,Total infected,10%
85,26.0,76.0359,Total infected,10%
86,27.0,80.9357,Total infected,10%
87,28.0,84.46280000000004,Total infected,10%
88,29.0,86.95800000000003,Total infected,10%
89,30.0,89.96799999999999,Total infected,10%
90,31.0,93.83760000000001,Total infected,10%
91,32.0,97.54289999999997,Total infected,10%
92,33.0,101.3066,Total infected,10%
93,34.0,105.14629999999997,Total infected,10%
94,35.0,107.78759999999997,Total infected,10%
95,36.0,109.83170000000001,Total infected,10%
96,37.0,112.10250000000002,Total infected,10%
97,38.0,114.83369999999996,Total infected,10%
98,39.0,117.76769999999999,Total infected,10%
99,40.0,120.6231,Total infected,10%
100,41.0,123.49090000000001,Total infected,10%
101,42.0,125.66330000000002,Total infected,10%
102,43.0,127.1644,Total infected,10%
103,44.0,128.87979999999996,Total infected,10%
104,45.0,131.028,Total infected,10%
105,46.0,133.343,Total infected,10%
106,47.0,135.64929999999995,Total infected,10%
107,48.0,137.932,Total infected,10%
108,49.0,139.53930000000003,Total infected,10%
109,50.0,140.7275,Total infected,10%
110,51.0,142.1504,Total infected,10%
111,52.0,143.6554,Total infected,10%
112,53.0,145.15040000000002,Total infected,10%
113,54.0,146.8418,Total infected,10%
114,55.0,148.513,Total infected,10%
115,56.0,149.6674,Total infected,10%
116,57.0,150.4668,Total infected,10%
117,58.0,151.57110000000003,Total infected,10%
118,59.0,152.84770000000003,Total infected,10%
119,60.0,154.11809999999997,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.03809999999998581,Total infected,40%
122,3.0,0.158299999999997,Total infected,40%
123,4.0,0.43889999999998963,Total infected,40%
124,5.0,0.9397999999999911,Total infected,40%
125,6.0,1.577099999999973,Total infected,40%
126,7.0,2.1503000000000156,Total infected,40%
127,8.0,2.5312000000000694,Total infected,40%
128,9.0,3.2906000000000972,Total infected,40%
129,10.0,4.386799999999994,Total infected,40%
130,11.0,5.777800000000013,Total infected,40%
131,12.0,7.4167999999999665,Total infected,40%
132,13.0,9.390899999999988,Total infected,40%
133,14.0,10.7697,Total infected,40%
134,15.0,11.759599999999978,Total infected,40%
135,16.0,13.084100000000035,Total infected,40%
136,17.0,14.741399999999999,Total infected,40%
137,18.0,16.575099999999907,Total infected,40%
138,19.0,18.60319999999996,Total infected,40%
139,20.0,20.769600000000082,Total infected,40%
140,21.0,22.423000000000002,Total infected,40%
141,22.0,23.599300000000028,Total infected,40%
142,23.0,25.11020000000002,Total infected,40%
143,24.0,26.993899999999996,Total infected,40%
144,25.0,28.972000000000037,Total infected,40%
145,26.0,31.084299999999985,Total infected,40%
146,27.0,33.33670000000001,Total infected,40%
147,28.0,34.86170000000004,Total infected,40%
148,29.0,35.99599999999998,Total infected,40%
149,30.0,37.553199999999975,Total infected,40%
150,31.0,39.33279999999999,Total infected,40%
151,32.0,41.23260000000002,Total infected,40%
152,33.0,43.31460000000001,Total infected,40%
153,34.0,45.318700000000035,Total infected,40%
154,35.0,46.713400000000036,Total infected,40%
155,36.0,47.739300000000014,Total infected,40%
156,37.0,49.00200000000001,Total infected,40%
157,38.0,50.65130000000002,Total infected,40%
158,39.0,52.46490000000003,Total infected,40%
159,40.0,54.26069999999996,Total infected,40%
160,41.0,56.10220000000001,Total infected,40%
161,42.0,57.490999999999985,Total infected,40%
162,43.0,58.44300000000001,Total infected,40%
163,44.0,59.70149999999998,Total infected,40%
164,45.0,61.18239999999997,Total infected,40%
165,46.0,62.82569999999998,Total infected,40%
166,47.0,64.43090000000001,Total infected,40%
167,48.0,66.0743,Total infected,40%
168,49.0,67.27869999999999,Total infected,40%
169,50.0,68.1805,Total infected,40%
170,51.0,69.11619999999999,Total infected,40%
171,52.0,70.21450000000002,Total infected,40%
172,53.0,71.45280000000005,Total infected,40%
173,54.0,72.59710000000001,Total infected,40%
174,55.0,73.93579999999997,Total infected,40%
175,56.0,74.9719,Total infected,40%
176,57.0,75.67930000000001,Total infected,40%
177,58.0,76.535,Total infected,40%
178,59.0,77.5152,Total infected,40%
179,60.0,78.6132,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.026099999999985357,Total infected,70%
182,3.0,0.09219999999999118,Total infected,70%
183,4.0,0.176400000000001,Total infected,70%
184,5.0,0.29460000000000264,Total infected,70%
185,6.0,0.45690000000001874,Total infected,70%
186,7.0,0.637299999999982,Total infected,70%
187,8.0,0.7796000000000163,Total infected,70%
188,9.0,1.0120000000000005,Total infected,70%
189,10.0,1.2746000000000208,Total infected,70%
190,11.0,1.6132000000000062,Total infected,70%
191,12.0,1.9699999999999704,Total infected,70%
192,13.0,2.3245999999999754,Total infected,70%
193,14.0,2.5931999999999675,Total infected,70%
194,15.0,2.819699999999955,Total infected,70%
195,16.0,3.122199999999964,Total infected,70%
196,17.0,3.4629000000000474,Total infected,70%
197,18.0,3.855699999999956,Total infected,70%
198,19.0,4.302699999999959,Total infected,70%
199,20.0,4.803600000000017,Total infected,70%
200,21.0,5.174499999999966,Total infected,70%
201,22.0,5.475000000000023,Total infected,70%
202,23.0,5.837699999999984,Total infected,70%
203,24.0,6.236399999999946,Total infected,70%
204,25.0,6.7456000000000245,Total infected,70%
205,26.0,7.288799999999981,Total infected,70%
206,27.0,7.797600000000045,Total infected,70%
207,28.0,8.158299999999997,Total infected,70%
208,29.0,8.449000000000012,Total infected,70%
209,30.0,8.847599999999943,Total infected,70%
210,31.0,9.276499999999942,Total infected,70%
211,32.0,9.69739999999996,Total infected,70%
212,33.0,10.142299999999977,Total infected,70%
213,34.0,10.623399999999947,Total infected,70%
214,35.0,11.006000000000029,Total infected,70%
215,36.0,11.318699999999978,Total infected,70%
216,37.0,11.64749999999998,Total infected,70%
217,38.0,12.050099999999986,Total infected,70%
218,39.0,12.46289999999999,Total infected,70%
219,40.0,12.91980000000001,Total infected,70%
220,41.0,13.38880000000006,Total infected,70%
221,42.0,13.789600000000007,Total infected,70%
222,43.0,14.052099999999996,Total infected,70%
223,44.0,14.354800000000012,Total infected,70%
224,45.0,14.753600000000006,Total infected,70%
225,46.0,15.098199999999963,Total infected,70%
226,47.0,15.50509999999997,Total infected,70%
227,48.0,15.9058,Total infected,70%
228,49.0,16.228500000000054,Total infected,70%
229,50.0,16.484899999999982,Total infected,70%
230,51.0,16.801699999999983,Total infected,70%
231,52.0,17.17229999999995,Total infected,70%
232,53.0,17.482999999999947,Total infected,70%
233,54.0,17.901799999999923,Total infected,70%
234,55.0,18.298599999999965,Total infected,70%
235,56.0,18.5933,Total infected,70%
236,57.0,18.809599999999932,Total infected,70%
237,58.0,19.076199999999915,Total infected,70%
238,59.0,19.38280000000003,Total infected,70%
239,60.0,19.759499999999946,Total infected,70%
