,day,cumulative_infected,type,type_pretty
87,28.0,49.42429999999999,Total infected,10%
88,29.0,51.1515,Total infected,10%
89,30.0,53.0,Total infected,10%
90,31.0,55.01000000000002,Total infected,10%
91,32.0,57.28279999999998,Total infected,10%
92,33.0,59.697100000000006,Total infected,10%
93,34.0,62.51519999999999,Total infected,10%
94,35.0,64.4445,Total infected,10%
95,36.0,65.95970000000003,Total infected,10%
96,37.0,67.64649999999997,Total infected,10%
97,38.0,69.26269999999997,Total infected,10%
98,39.0,71.21209999999999,Total infected,10%
99,40.0,73.4545,Total infected,10%
100,41.0,75.63639999999998,Total infected,10%
101,42.0,77.2526,Total infected,10%
102,43.0,78.57589999999999,Total infected,10%
103,44.0,79.70699999999997,Total infected,10%
104,45.0,81.14139999999998,Total infected,10%
105,46.0,82.77770000000001,Total infected,10%
106,47.0,84.7575,Total infected,10%
107,48.0,86.6061,Total infected,10%
108,49.0,88.25250000000001,Total infected,10%
109,50.0,89.46470000000001,Total infected,10%
110,51.0,90.60610000000001,Total infected,10%
111,52.0,92.00000000000001,Total infected,10%
112,53.0,93.4242,Total infected,10%
113,54.0,95.1111,Total infected,10%
114,55.0,97.0405,Total infected,10%
115,56.0,98.49499999999999,Total infected,10%
116,57.0,99.6465,Total infected,10%
117,58.0,100.8182,Total infected,10%
118,59.0,102.15149999999998,Total infected,10%
119,60.0,103.6869,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.0403999999999769,Total infected,40%
122,3.0,0.16169999999999618,Total infected,40%
123,4.0,0.2424000000000035,Total infected,40%
124,5.0,0.4545999999999992,Total infected,40%
125,6.0,0.7273000000000138,Total infected,40%
126,7.0,1.0504999999999995,Total infected,40%
127,8.0,1.191900000000004,Total infected,40%
128,9.0,1.4142000000000223,Total infected,40%
129,10.0,1.7778999999999883,Total infected,40%
130,11.0,2.1314000000000135,Total infected,40%
131,12.0,2.727300000000014,Total infected,40%
132,13.0,3.585899999999981,Total infected,40%
133,14.0,4.201899999999966,Total infected,40%
134,15.0,4.747500000000002,Total infected,40%
135,16.0,5.484799999999979,Total infected,40%
136,17.0,6.5353999999999814,Total infected,40%
137,18.0,7.434400000000011,Total infected,40%
138,19.0,8.676800000000014,Total infected,40%
139,20.0,10.08080000000001,Total infected,40%
140,21.0,11.050599999999974,Total infected,40%
141,22.0,12.02030000000002,Total infected,40%
142,23.0,13.090900000000005,Total infected,40%
143,24.0,13.989900000000006,Total infected,40%
144,25.0,15.070799999999991,Total infected,40%
145,26.0,16.414199999999994,Total infected,40%
146,27.0,17.797999999999988,Total infected,40%
147,28.0,18.919099999999986,Total infected,40%
148,29.0,19.798000000000002,Total infected,40%
149,30.0,20.787900000000022,Total infected,40%
150,31.0,21.97970000000001,Total infected,40%
151,32.0,23.111100000000008,Total infected,40%
152,33.0,24.474800000000002,Total infected,40%
153,34.0,25.878900000000016,Total infected,40%
154,35.0,26.99000000000001,Total infected,40%
155,36.0,27.66669999999999,Total infected,40%
156,37.0,28.464600000000004,Total infected,40%
157,38.0,29.616199999999992,Total infected,40%
158,39.0,30.646500000000017,Total infected,40%
159,40.0,31.919099999999986,Total infected,40%
160,41.0,33.3536,Total infected,40%
161,42.0,34.33340000000001,Total infected,40%
162,43.0,35.16159999999998,Total infected,40%
163,44.0,35.81819999999999,Total infected,40%
164,45.0,36.6262,Total infected,40%
165,46.0,37.56570000000001,Total infected,40%
166,47.0,38.575900000000004,Total infected,40%
167,48.0,39.59610000000001,Total infected,40%
168,49.0,40.36370000000001,Total infected,40%
169,50.0,40.9494,Total infected,40%
170,51.0,41.737300000000005,Total infected,40%
171,52.0,42.5656,Total infected,40%
172,53.0,43.5253,Total infected,40%
173,54.0,44.535399999999996,Total infected,40%
174,55.0,45.727300000000014,Total infected,40%
175,56.0,46.4949,Total infected,40%
176,57.0,47.15140000000001,Total infected,40%
177,58.0,47.8283,Total infected,40%
178,59.0,48.7171,Total infected,40%
179,60.0,49.4344,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.030299999999996885,Total infected,70%
182,3.0,0.04040000000000532,Total infected,70%
183,4.0,0.09090000000000487,Total infected,70%
184,5.0,0.18180000000000973,Total infected,70%
185,6.0,0.25259999999998684,Total infected,70%
186,7.0,0.313200000000009,Total infected,70%
187,8.0,0.3434999999999917,Total infected,70%
188,9.0,0.4545999999999992,Total infected,70%
189,10.0,0.6060999999999979,Total infected,70%
190,11.0,0.7878999999999934,Total infected,70%
191,12.0,0.9596000000000089,Total infected,70%
192,13.0,1.2121000000000066,Total infected,70%
193,14.0,1.3636000000000053,Total infected,70%
194,15.0,1.4747999999999877,Total infected,70%
195,16.0,1.6970000000000027,Total infected,70%
196,17.0,1.9595999999999947,Total infected,70%
197,18.0,2.0807999999999964,Total infected,70%
198,19.0,2.2627000000000095,Total infected,70%
199,20.0,2.585899999999995,Total infected,70%
200,21.0,2.7979999999999876,Total infected,70%
201,22.0,2.9898000000000025,Total infected,70%
202,23.0,3.1514999999999986,Total infected,70%
203,24.0,3.353499999999997,Total infected,70%
204,25.0,3.6766999999999967,Total infected,70%
205,26.0,3.9495000000000005,Total infected,70%
206,27.0,4.3232,Total infected,70%
207,28.0,4.494900000000001,Total infected,70%
208,29.0,4.686800000000005,Total infected,70%
209,30.0,4.939400000000006,Total infected,70%
210,31.0,5.14139999999999,Total infected,70%
211,32.0,5.414100000000005,Total infected,70%
212,33.0,5.757600000000011,Total infected,70%
213,34.0,6.13130000000001,Total infected,70%
214,35.0,6.434299999999993,Total infected,70%
215,36.0,6.656500000000008,Total infected,70%
216,37.0,6.979699999999994,Total infected,70%
217,38.0,7.161599999999993,Total infected,70%
218,39.0,7.464600000000004,Total infected,70%
219,40.0,7.646500000000003,Total infected,70%
220,41.0,7.909100000000009,Total infected,70%
221,42.0,8.121199999999995,Total infected,70%
222,43.0,8.373699999999992,Total infected,70%
223,44.0,8.676700000000004,Total infected,70%
224,45.0,8.88880000000001,Total infected,70%
225,46.0,9.1111,Total infected,70%
226,47.0,9.3232,Total infected,70%
227,48.0,9.656500000000008,Total infected,70%
228,49.0,9.838299999999997,Total infected,70%
229,50.0,10.040400000000005,Total infected,70%
230,51.0,10.262599999999999,Total infected,70%
231,52.0,10.454499999999996,Total infected,70%
232,53.0,10.686900000000001,Total infected,70%
233,54.0,11.0,Total infected,70%
234,55.0,11.2727,Total infected,70%
235,56.0,11.454499999999996,Total infected,70%
236,57.0,11.696899999999992,Total infected,70%
237,58.0,11.8585,Total infected,70%
238,59.0,12.09089999999999,Total infected,70%
239,60.0,12.414099999999998,Total infected,70%
