,day,slope,type,type_pretty
84,23.0,0.7524999999999977,Total infected derivative,10%
85,24.0,0.5260499999999979,Total infected derivative,10%
86,25.0,0.4038500000000056,Total infected derivative,10%
87,26.0,0.31459999999999866,Total infected derivative,10%
88,27.0,0.25849999999999795,Total infected derivative,10%
89,28.0,0.20140000000000668,Total infected derivative,10%
90,29.0,0.12425000000000352,Total infected derivative,10%
91,30.0,0.08619999999999095,Total infected derivative,10%
92,31.0,0.08714999999999407,Total infected derivative,10%
93,32.0,0.06414999999999793,Total infected derivative,10%
94,33.0,0.038100000000014234,Total infected derivative,10%
95,34.0,0.036050000000003024,Total infected derivative,10%
96,35.0,0.030049999999988586,Total infected derivative,10%
97,36.0,0.02599999999999625,Total infected derivative,10%
98,37.0,0.027100000000004343,Total infected derivative,10%
99,38.0,0.02210000000000889,Total infected derivative,10%
100,39.0,0.015000000000000568,Total infected derivative,10%
101,40.0,0.013999999999995794,Total infected derivative,10%
102,41.0,0.012000000000000455,Total infected derivative,10%
103,42.0,0.0049999999999954525,Total infected derivative,10%
104,43.0,0.008049999999997226,Total infected derivative,10%
105,44.0,0.009050000000002001,Total infected derivative,10%
106,45.0,0.007000000000005002,Total infected derivative,10%
107,46.0,0.005000000000009663,Total infected derivative,10%
108,47.0,0.0049999999999954525,Total infected derivative,10%
109,48.0,0.01104999999999734,Total infected derivative,10%
110,49.0,0.008049999999997226,Total infected derivative,10%
111,50.0,0.000999999999990564,Total infected derivative,10%
112,51.0,0.0030000000000001137,Total infected derivative,10%
113,52.0,0.007000000000005002,Total infected derivative,10%
114,53.0,0.007000000000005002,Total infected derivative,10%
115,54.0,0.007000000000005002,Total infected derivative,10%
116,55.0,0.005049999999997112,Total infected derivative,10%
117,56.0,0.0040499999999923375,Total infected derivative,10%
118,57.0,0.006000000000000227,Total infected derivative,10%
119,58.0,0.007000000000005002,Total infected derivative,10%
120,59.0,0.0049999999999954525,Total infected derivative,10%
121,60.0,0.001999999999981128,Total infected derivative,10%
122,0.0,0.0,Total infected derivative,40%
123,1.0,1.2375000000000114,Total infected derivative,40%
124,2.0,3.7024000000000115,Total infected derivative,40%
125,3.0,6.346649999999983,Total infected derivative,40%
126,4.0,9.58914999999999,Total infected derivative,40%
127,5.0,13.213449999999995,Total infected derivative,40%
128,6.0,13.5231,Total infected derivative,40%
129,7.0,10.897800000000018,Total infected derivative,40%
130,8.0,12.450850000000003,Total infected derivative,40%
131,9.0,16.09115,Total infected derivative,40%
132,10.0,16.9229,Total infected derivative,40%
133,11.0,16.195400000000006,Total infected derivative,40%
134,12.0,14.339650000000006,Total infected derivative,40%
135,13.0,11.38879999999999,Total infected derivative,40%
136,14.0,8.377749999999992,Total infected derivative,40%
137,15.0,6.780549999999991,Total infected derivative,40%
138,16.0,5.972999999999999,Total infected derivative,40%
139,17.0,4.894800000000004,Total infected derivative,40%
140,18.0,3.8676999999999992,Total infected derivative,40%
141,19.0,2.9999500000000126,Total infected derivative,40%
142,20.0,2.223450000000014,Total infected derivative,40%
143,21.0,1.6152999999999906,Total infected derivative,40%
144,22.0,1.2043999999999926,Total infected derivative,40%
145,23.0,0.9268500000000017,Total infected derivative,40%
146,24.0,0.7504999999999882,Total infected derivative,40%
147,25.0,0.575099999999992,Total infected derivative,40%
148,26.0,0.4358500000000163,Total infected derivative,40%
149,27.0,0.3256500000000102,Total infected derivative,40%
150,28.0,0.2394999999999925,Total infected derivative,40%
151,29.0,0.19440000000000168,Total infected derivative,40%
152,30.0,0.15430000000000632,Total infected derivative,40%
153,31.0,0.11624999999999375,Total infected derivative,40%
154,32.0,0.08719999999999573,Total infected derivative,40%
155,33.0,0.08115000000000805,Total infected derivative,40%
156,34.0,0.056049999999999045,Total infected derivative,40%
157,35.0,0.03509999999999991,Total infected derivative,40%
158,36.0,0.03710000000000946,Total infected derivative,40%
159,37.0,0.028999999999996362,Total infected derivative,40%
160,38.0,0.02204999999999302,Total infected derivative,40%
161,39.0,0.021099999999989905,Total infected derivative,40%
162,40.0,0.02405000000000257,Total infected derivative,40%
163,41.0,0.02605000000001212,Total infected derivative,40%
164,42.0,0.021050000000002456,Total infected derivative,40%
165,43.0,0.016000000000005343,Total infected derivative,40%
166,44.0,0.013999999999981583,Total infected derivative,40%
167,45.0,0.013999999999981583,Total infected derivative,40%
168,46.0,0.009050000000002001,Total infected derivative,40%
169,47.0,0.008050000000011437,Total infected derivative,40%
170,48.0,0.010000000000005116,Total infected derivative,40%
171,49.0,0.010000000000005116,Total infected derivative,40%
172,50.0,0.010049999999992565,Total infected derivative,40%
173,51.0,0.009999999999990905,Total infected derivative,40%
174,52.0,0.007000000000005002,Total infected derivative,40%
175,53.0,0.005099999999998772,Total infected derivative,40%
176,54.0,0.006050000000016098,Total infected derivative,40%
177,55.0,0.006000000000000227,Total infected derivative,40%
178,56.0,0.007999999999981355,Total infected derivative,40%
179,57.0,0.007000000000005002,Total infected derivative,40%
180,58.0,0.0040000000000048885,Total infected derivative,40%
181,59.0,0.0049999999999954525,Total infected derivative,40%
182,60.0,0.006000000000000227,Total infected derivative,40%
183,0.0,0.0,Total infected derivative,70%
184,1.0,0.9228999999999985,Total infected derivative,70%
185,2.0,2.6613499999999704,Total infected derivative,70%
186,3.0,4.276499999999999,Total infected derivative,70%
187,4.0,6.112250000000017,Total infected derivative,70%
188,5.0,7.944950000000006,Total infected derivative,70%
189,6.0,8.124200000000002,Total infected derivative,70%
190,7.0,6.947849999999988,Total infected derivative,70%
191,8.0,7.703400000000002,Total infected derivative,70%
192,9.0,9.79155,Total infected derivative,70%
193,10.0,10.759550000000004,Total infected derivative,70%
194,11.0,10.768550000000005,Total infected derivative,70%
195,12.0,10.121200000000002,Total infected derivative,70%
196,13.0,8.387799999999999,Total infected derivative,70%
197,14.0,6.247499999999988,Total infected derivative,70%
198,15.0,5.4047999999999945,Total infected derivative,70%
199,16.0,5.206450000000004,Total infected derivative,70%
200,17.0,4.733450000000005,Total infected derivative,70%
201,18.0,3.969949999999997,Total infected derivative,70%
202,19.0,3.282600000000002,Total infected derivative,70%
203,20.0,2.690400000000011,Total infected derivative,70%
204,21.0,1.9789999999999992,Total infected derivative,70%
205,22.0,1.5150000000000006,Total infected derivative,70%
206,23.0,1.3015499999999918,Total infected derivative,70%
207,24.0,1.1372499999999945,Total infected derivative,70%
208,25.0,0.8867500000000064,Total infected derivative,70%
209,26.0,0.7144499999999994,Total infected derivative,70%
210,27.0,0.5772000000000048,Total infected derivative,70%
211,28.0,0.4308500000000066,Total infected derivative,70%
212,29.0,0.347699999999989,Total infected derivative,70%
213,30.0,0.29759999999998854,Total infected derivative,70%
214,31.0,0.2484500000000054,Total infected derivative,70%
215,32.0,0.1974000000000018,Total infected derivative,70%
216,33.0,0.18739999999999668,Total infected derivative,70%
217,34.0,0.15635000000000332,Total infected derivative,70%
218,35.0,0.11720000000001107,Total infected derivative,70%
219,36.0,0.11119999999999663,Total infected derivative,70%
220,37.0,0.08619999999999095,Total infected derivative,70%
221,38.0,0.07014999999999816,Total infected derivative,70%
222,39.0,0.0651500000000027,Total infected derivative,70%
223,40.0,0.05710000000000548,Total infected derivative,70%
224,41.0,0.05110000000000525,Total infected derivative,70%
225,42.0,0.05010000000000048,Total infected derivative,70%
226,43.0,0.04809999999999093,Total infected derivative,70%
227,44.0,0.036100000000004684,Total infected derivative,70%
228,45.0,0.03305000000000291,Total infected derivative,70%
229,46.0,0.030000000000001137,Total infected derivative,70%
230,47.0,0.023049999999997794,Total infected derivative,70%
231,48.0,0.026099999999999568,Total infected derivative,70%
232,49.0,0.02405000000000257,Total infected derivative,70%
233,50.0,0.02204999999999302,Total infected derivative,70%
234,51.0,0.019049999999992906,Total infected derivative,70%
235,52.0,0.019000000000005457,Total infected derivative,70%
236,53.0,0.019050000000007117,Total infected derivative,70%
237,54.0,0.013049999999992679,Total infected derivative,70%
238,55.0,0.016999999999995907,Total infected derivative,70%
239,56.0,0.015000000000000568,Total infected derivative,70%
240,57.0,0.01104999999999734,Total infected derivative,70%
241,58.0,0.016050000000007003,Total infected derivative,70%
242,59.0,0.01300000000000523,Total infected derivative,70%
243,60.0,0.009999999999990905,Total infected derivative,70%
