,day,cumulative_infected,cumulative_infected_norm,type,type_pretty,vaccine_efficacy,prevalence
22,23.0,133.77349999999996,0.4612879310344826,Total infected,0%,Vaccine Efficacy 50%,Low
23,24.0,142.85569999999998,0.49260586206896545,Total infected,0%,Vaccine Efficacy 50%,Low
24,25.0,151.6653,0.5229837931034483,Total infected,0%,Vaccine Efficacy 50%,Low
25,26.0,160.0922,0.5520420689655172,Total infected,0%,Vaccine Efficacy 50%,Low
26,27.0,168.1703,0.5798975862068966,Total infected,0%,Vaccine Efficacy 50%,Low
27,28.0,174.0581,0.6002003448275862,Total infected,0%,Vaccine Efficacy 50%,Low
28,29.0,178.23069999999996,0.614588620689655,Total infected,0%,Vaccine Efficacy 50%,Low
29,30.0,183.5851,0.6330520689655172,Total infected,0%,Vaccine Efficacy 50%,Low
30,31.0,188.95190000000002,0.651558275862069,Total infected,0%,Vaccine Efficacy 50%,Low
31,32.0,194.1303,0.669414827586207,Total infected,0%,Vaccine Efficacy 50%,Low
32,33.0,198.9339,0.6859789655172414,Total infected,0%,Vaccine Efficacy 50%,Low
33,34.0,203.5912,0.7020386206896552,Total infected,0%,Vaccine Efficacy 50%,Low
34,35.0,206.8436,0.7132537931034483,Total infected,0%,Vaccine Efficacy 50%,Low
35,36.0,209.1563,0.7212286206896551,Total infected,0%,Vaccine Efficacy 50%,Low
36,37.0,211.8095,0.7303775862068966,Total infected,0%,Vaccine Efficacy 50%,Low
37,38.0,214.5733,0.7399079310344827,Total infected,0%,Vaccine Efficacy 50%,Low
38,39.0,217.1544,0.748808275862069,Total infected,0%,Vaccine Efficacy 50%,Low
39,40.0,219.7054,0.7576048275862068,Total infected,0%,Vaccine Efficacy 50%,Low
40,41.0,222.0982,0.7658558620689655,Total infected,0%,Vaccine Efficacy 50%,Low
41,42.0,223.8197,0.7717920689655173,Total infected,0%,Vaccine Efficacy 50%,Low
42,43.0,225.21249999999998,0.7765948275862068,Total infected,0%,Vaccine Efficacy 50%,Low
43,44.0,226.6713,0.7816251724137931,Total infected,0%,Vaccine Efficacy 50%,Low
44,45.0,228.1624,0.7867668965517242,Total infected,0%,Vaccine Efficacy 50%,Low
45,46.0,229.5812,0.7916593103448276,Total infected,0%,Vaccine Efficacy 50%,Low
46,47.0,230.93189999999998,0.7963168965517241,Total infected,0%,Vaccine Efficacy 50%,Low
47,48.0,232.2646,0.8009124137931034,Total infected,0%,Vaccine Efficacy 50%,Low
48,49.0,233.1744,0.8040496551724138,Total infected,0%,Vaccine Efficacy 50%,Low
49,50.0,233.8057,0.8062265517241379,Total infected,0%,Vaccine Efficacy 50%,Low
50,51.0,234.511,0.8086586206896551,Total infected,0%,Vaccine Efficacy 50%,Low
51,52.0,235.21030000000002,0.8110700000000001,Total infected,0%,Vaccine Efficacy 50%,Low
52,53.0,235.93779999999998,0.8135786206896551,Total infected,0%,Vaccine Efficacy 50%,Low
53,54.0,236.6214,0.8159358620689655,Total infected,0%,Vaccine Efficacy 50%,Low
54,55.0,237.3187,0.8183403448275862,Total infected,0%,Vaccine Efficacy 50%,Low
55,56.0,237.81369999999998,0.8200472413793103,Total infected,0%,Vaccine Efficacy 50%,Low
56,57.0,238.1644,0.8212565517241379,Total infected,0%,Vaccine Efficacy 50%,Low
57,58.0,238.6033,0.82277,Total infected,0%,Vaccine Efficacy 50%,Low
58,59.0,239.0983,0.8244768965517241,Total infected,0%,Vaccine Efficacy 50%,Low
59,60.0,239.6353,0.8263286206896552,Total infected,0%,Vaccine Efficacy 50%,Low
60,1.0,0.0,0.0,Total infected,10%,Vaccine Efficacy 50%,Low
61,2.0,0.07620000000002847,0.0002627586206897533,Total infected,10%,Vaccine Efficacy 50%,Low
62,3.0,0.4189000000000078,0.0014444827586207166,Total infected,10%,Vaccine Efficacy 50%,Low
63,4.0,1.2565000000000168,0.004332758620689713,Total infected,10%,Vaccine Efficacy 50%,Low
64,5.0,2.8677000000000135,0.009888620689655219,Total infected,10%,Vaccine Efficacy 50%,Low
65,6.0,5.5750999999999635,0.019224482758620563,Total infected,10%,Vaccine Efficacy 50%,Low
66,7.0,7.5090000000000146,0.025893103448275914,Total infected,10%,Vaccine Efficacy 50%,Low
67,8.0,8.970000000000027,0.030931034482758715,Total infected,10%,Vaccine Efficacy 50%,Low
68,9.0,12.43100000000004,0.04286551724137945,Total infected,10%,Vaccine Efficacy 50%,Low
69,10.0,18.036200000000008,0.0621937931034483,Total infected,10%,Vaccine Efficacy 50%,Low
70,11.0,24.964,0.08608275862068965,Total infected,10%,Vaccine Efficacy 50%,Low
71,12.0,33.318700000000035,0.11489206896551736,Total infected,10%,Vaccine Efficacy 50%,Low
72,13.0,42.925899999999984,0.14802034482758616,Total infected,10%,Vaccine Efficacy 50%,Low
73,14.0,49.916,0.17212413793103448,Total infected,10%,Vaccine Efficacy 50%,Low
74,15.0,55.09420000000006,0.1899800000000002,Total infected,10%,Vaccine Efficacy 50%,Low
75,16.0,63.37269999999998,0.21852655172413787,Total infected,10%,Vaccine Efficacy 50%,Low
76,17.0,73.2405,0.25255344827586207,Total infected,10%,Vaccine Efficacy 50%,Low
77,18.0,83.26660000000001,0.28712620689655177,Total infected,10%,Vaccine Efficacy 50%,Low
78,19.0,93.79970000000003,0.32344724137931047,Total infected,10%,Vaccine Efficacy 50%,Low
79,20.0,104.71940000000001,0.36110137931034486,Total infected,10%,Vaccine Efficacy 50%,Low
80,21.0,112.36280000000002,0.38745793103448284,Total infected,10%,Vaccine Efficacy 50%,Low
81,22.0,118.0019,0.4069031034482759,Total infected,10%,Vaccine Efficacy 50%,Low
82,23.0,126.0161,0.43453827586206895,Total infected,10%,Vaccine Efficacy 50%,Low
83,24.0,134.7917,0.46479896551724137,Total infected,10%,Vaccine Efficacy 50%,Low
84,25.0,143.2786,0.49406413793103454,Total infected,10%,Vaccine Efficacy 50%,Low
85,26.0,151.44899999999998,0.5222379310344827,Total infected,10%,Vaccine Efficacy 50%,Low
86,27.0,159.15429999999998,0.5488079310344827,Total infected,10%,Vaccine Efficacy 50%,Low
87,28.0,164.7394,0.5680668965517242,Total infected,10%,Vaccine Efficacy 50%,Low
88,29.0,168.64319999999998,0.5815282758620689,Total infected,10%,Vaccine Efficacy 50%,Low
89,30.0,173.78359999999998,0.5992537931034482,Total infected,10%,Vaccine Efficacy 50%,Low
90,31.0,179.15449999999998,0.6177741379310344,Total infected,10%,Vaccine Efficacy 50%,Low
91,32.0,184.19850000000002,0.6351672413793105,Total infected,10%,Vaccine Efficacy 50%,Low
92,33.0,188.86780000000002,0.651268275862069,Total infected,10%,Vaccine Efficacy 50%,Low
93,34.0,193.2024,0.6662151724137931,Total infected,10%,Vaccine Efficacy 50%,Low
94,35.0,196.2444,0.676704827586207,Total infected,10%,Vaccine Efficacy 50%,Low
95,36.0,198.4409,0.6842789655172413,Total infected,10%,Vaccine Efficacy 50%,Low
96,37.0,200.9641,0.6929796551724138,Total infected,10%,Vaccine Efficacy 50%,Low
97,38.0,203.50919999999996,0.7017558620689653,Total infected,10%,Vaccine Efficacy 50%,Low
98,39.0,206.0399,0.7104824137931034,Total infected,10%,Vaccine Efficacy 50%,Low
99,40.0,208.3467,0.7184368965517242,Total infected,10%,Vaccine Efficacy 50%,Low
100,41.0,210.49510000000004,0.7258451724137932,Total infected,10%,Vaccine Efficacy 50%,Low
101,42.0,212.0282,0.731131724137931,Total infected,10%,Vaccine Efficacy 50%,Low
102,43.0,213.09640000000002,0.7348151724137931,Total infected,10%,Vaccine Efficacy 50%,Low
103,44.0,214.4692,0.7395489655172414,Total infected,10%,Vaccine Efficacy 50%,Low
104,45.0,215.8498,0.7443096551724138,Total infected,10%,Vaccine Efficacy 50%,Low
105,46.0,217.34890000000001,0.7494789655172415,Total infected,10%,Vaccine Efficacy 50%,Low
106,47.0,218.7176,0.7541986206896552,Total infected,10%,Vaccine Efficacy 50%,Low
107,48.0,220.05630000000002,0.758814827586207,Total infected,10%,Vaccine Efficacy 50%,Low
108,49.0,221.0262,0.7621593103448275,Total infected,10%,Vaccine Efficacy 50%,Low
109,50.0,221.70549999999997,0.7645017241379309,Total infected,10%,Vaccine Efficacy 50%,Low
110,51.0,222.6313,0.7676941379310345,Total infected,10%,Vaccine Efficacy 50%,Low
111,52.0,223.53519999999997,0.7708110344827586,Total infected,10%,Vaccine Efficacy 50%,Low
112,53.0,224.42090000000002,0.7738651724137932,Total infected,10%,Vaccine Efficacy 50%,Low
113,54.0,225.3086,0.7769262068965518,Total infected,10%,Vaccine Efficacy 50%,Low
114,55.0,226.1764,0.7799186206896552,Total infected,10%,Vaccine Efficacy 50%,Low
115,56.0,226.7615,0.7819362068965517,Total infected,10%,Vaccine Efficacy 50%,Low
116,57.0,227.2266,0.78354,Total infected,10%,Vaccine Efficacy 50%,Low
117,58.0,227.7556,0.7853641379310344,Total infected,10%,Vaccine Efficacy 50%,Low
118,59.0,228.3066,0.7872641379310344,Total infected,10%,Vaccine Efficacy 50%,Low
119,60.0,228.8076,0.7889917241379311,Total infected,10%,Vaccine Efficacy 50%,Low
120,1.0,0.0,0.0,Total infected,40%,Vaccine Efficacy 50%,Low
121,2.0,0.07219999999995252,0.0002489655172412156,Total infected,40%,Vaccine Efficacy 50%,Low
122,3.0,0.3125999999999749,0.001077931034482672,Total infected,40%,Vaccine Efficacy 50%,Low
123,4.0,0.9017999999999802,0.0031096551724137246,Total infected,40%,Vaccine Efficacy 50%,Low
124,5.0,1.9560000000000173,0.006744827586206956,Total infected,40%,Vaccine Efficacy 50%,Low
125,6.0,3.691599999999994,0.012729655172413772,Total infected,40%,Vaccine Efficacy 50%,Low
126,7.0,4.901700000000005,0.016902413793103466,Total infected,40%,Vaccine Efficacy 50%,Low
127,8.0,5.907699999999977,0.02037137931034475,Total infected,40%,Vaccine Efficacy 50%,Low
128,9.0,8.50709999999998,0.029334827586206827,Total infected,40%,Vaccine Efficacy 50%,Low
129,10.0,12.559099999999944,0.04330724137931015,Total infected,40%,Vaccine Efficacy 50%,Low
130,11.0,17.6293,0.06079068965517242,Total infected,40%,Vaccine Efficacy 50%,Low
131,12.0,23.593300000000056,0.08135620689655192,Total infected,40%,Vaccine Efficacy 50%,Low
132,13.0,30.392800000000022,0.10480275862068973,Total infected,40%,Vaccine Efficacy 50%,Low
133,14.0,35.446799999999996,0.1222303448275862,Total infected,40%,Vaccine Efficacy 50%,Low
134,15.0,39.19239999999999,0.13514620689655168,Total infected,40%,Vaccine Efficacy 50%,Low
135,16.0,45.18239999999997,0.15580137931034474,Total infected,40%,Vaccine Efficacy 50%,Low
136,17.0,52.22030000000004,0.18007000000000012,Total infected,40%,Vaccine Efficacy 50%,Low
137,18.0,59.74959999999999,0.20603310344827583,Total infected,40%,Vaccine Efficacy 50%,Low
138,19.0,67.8417,0.23393689655172414,Total infected,40%,Vaccine Efficacy 50%,Low
139,20.0,76.36059999999998,0.2633124137931034,Total infected,40%,Vaccine Efficacy 50%,Low
140,21.0,82.39459999999997,0.28411931034482746,Total infected,40%,Vaccine Efficacy 50%,Low
141,22.0,86.89779999999999,0.2996475862068965,Total infected,40%,Vaccine Efficacy 50%,Low
142,23.0,93.44290000000001,0.32221689655172414,Total infected,40%,Vaccine Efficacy 50%,Low
143,24.0,100.84779999999998,0.34775103448275857,Total infected,40%,Vaccine Efficacy 50%,Low
144,25.0,108.26660000000001,0.3733331034482759,Total infected,40%,Vaccine Efficacy 50%,Low
145,26.0,115.34469999999999,0.3977403448275862,Total infected,40%,Vaccine Efficacy 50%,Low
146,27.0,122.25059999999999,0.42155379310344826,Total infected,40%,Vaccine Efficacy 50%,Low
147,28.0,127.2003,0.43862172413793105,Total infected,40%,Vaccine Efficacy 50%,Low
148,29.0,130.75340000000003,0.4508737931034484,Total infected,40%,Vaccine Efficacy 50%,Low
149,30.0,135.5592,0.46744551724137934,Total infected,40%,Vaccine Efficacy 50%,Low
150,31.0,140.73160000000001,0.4852813793103449,Total infected,40%,Vaccine Efficacy 50%,Low
151,32.0,145.6554,0.5022599999999999,Total infected,40%,Vaccine Efficacy 50%,Low
152,33.0,150.2185,0.517994827586207,Total infected,40%,Vaccine Efficacy 50%,Low
153,34.0,154.77349999999998,0.5337017241379309,Total infected,40%,Vaccine Efficacy 50%,Low
154,35.0,157.98219999999998,0.5447662068965516,Total infected,40%,Vaccine Efficacy 50%,Low
155,36.0,160.1884,0.5523737931034483,Total infected,40%,Vaccine Efficacy 50%,Low
156,37.0,163.026,0.5621586206896552,Total infected,40%,Vaccine Efficacy 50%,Low
157,38.0,165.8116,0.5717641379310345,Total infected,40%,Vaccine Efficacy 50%,Low
158,39.0,168.41699999999997,0.5807482758620689,Total infected,40%,Vaccine Efficacy 50%,Low
159,40.0,170.83979999999997,0.5891027586206895,Total infected,40%,Vaccine Efficacy 50%,Low
160,41.0,173.2244,0.5973255172413793,Total infected,40%,Vaccine Efficacy 50%,Low
161,42.0,174.9298,0.6032062068965517,Total infected,40%,Vaccine Efficacy 50%,Low
162,43.0,176.1003,0.6072424137931035,Total infected,40%,Vaccine Efficacy 50%,Low
163,44.0,177.6594,0.6126186206896552,Total infected,40%,Vaccine Efficacy 50%,Low
164,45.0,179.32279999999997,0.6183544827586206,Total infected,40%,Vaccine Efficacy 50%,Low
165,46.0,180.8738,0.6237027586206896,Total infected,40%,Vaccine Efficacy 50%,Low
166,47.0,182.3827,0.6289058620689655,Total infected,40%,Vaccine Efficacy 50%,Low
167,48.0,183.84969999999998,0.6339644827586206,Total infected,40%,Vaccine Efficacy 50%,Low
168,49.0,184.81350000000003,0.6372879310344829,Total infected,40%,Vaccine Efficacy 50%,Low
169,50.0,185.4648,0.6395337931034483,Total infected,40%,Vaccine Efficacy 50%,Low
170,51.0,186.37670000000003,0.642678275862069,Total infected,40%,Vaccine Efficacy 50%,Low
171,52.0,187.3105,0.6458982758620689,Total infected,40%,Vaccine Efficacy 50%,Low
172,53.0,188.2524,0.6491462068965517,Total infected,40%,Vaccine Efficacy 50%,Low
173,54.0,189.02409999999998,0.6518072413793102,Total infected,40%,Vaccine Efficacy 50%,Low
174,55.0,189.8399,0.6546203448275862,Total infected,40%,Vaccine Efficacy 50%,Low
175,56.0,190.42289999999997,0.6566306896551724,Total infected,40%,Vaccine Efficacy 50%,Low
176,57.0,190.8175,0.6579913793103448,Total infected,40%,Vaccine Efficacy 50%,Low
177,58.0,191.4008,0.6600027586206897,Total infected,40%,Vaccine Efficacy 50%,Low
178,59.0,192.0442,0.6622213793103447,Total infected,40%,Vaccine Efficacy 50%,Low
179,60.0,192.6193,0.6642044827586208,Total infected,40%,Vaccine Efficacy 50%,Low
180,1.0,0.0,0.0,Total infected,70%,Vaccine Efficacy 50%,Low
181,2.0,0.056100000000014916,0.0001934482758621204,Total infected,70%,Vaccine Efficacy 50%,Low
182,3.0,0.2524999999999977,0.0008706896551724059,Total infected,70%,Vaccine Efficacy 50%,Low
183,4.0,0.5751000000000204,0.0019831034482759324,Total infected,70%,Vaccine Efficacy 50%,Low
184,5.0,1.190400000000011,0.004104827586206935,Total infected,70%,Vaccine Efficacy 50%,Low
185,6.0,2.3368000000000393,0.008057931034482895,Total infected,70%,Vaccine Efficacy 50%,Low
186,7.0,3.114399999999989,0.010739310344827549,Total infected,70%,Vaccine Efficacy 50%,Low
187,8.0,3.761600000000044,0.012971034482758773,Total infected,70%,Vaccine Efficacy 50%,Low
188,9.0,5.509100000000046,0.018996896551724297,Total infected,70%,Vaccine Efficacy 50%,Low
189,10.0,8.038200000000018,0.02771793103448282,Total infected,70%,Vaccine Efficacy 50%,Low
190,11.0,11.218500000000063,0.03868448275862091,Total infected,70%,Vaccine Efficacy 50%,Low
191,12.0,15.118299999999977,0.05213206896551716,Total infected,70%,Vaccine Efficacy 50%,Low
192,13.0,19.735600000000034,0.06805379310344839,Total infected,70%,Vaccine Efficacy 50%,Low
193,14.0,22.97999999999996,0.0792413793103447,Total infected,70%,Vaccine Efficacy 50%,Low
194,15.0,25.408800000000042,0.08761655172413807,Total infected,70%,Vaccine Efficacy 50%,Low
195,16.0,29.408900000000017,0.10141000000000006,Total infected,70%,Vaccine Efficacy 50%,Low
196,17.0,34.0222,0.11731793103448275,Total infected,70%,Vaccine Efficacy 50%,Low
197,18.0,39.32660000000001,0.13560896551724141,Total infected,70%,Vaccine Efficacy 50%,Low
198,19.0,44.873700000000014,0.15473689655172418,Total infected,70%,Vaccine Efficacy 50%,Low
199,20.0,50.59719999999999,0.17447310344827582,Total infected,70%,Vaccine Efficacy 50%,Low
200,21.0,54.7174,0.1886806896551724,Total infected,70%,Vaccine Efficacy 50%,Low
201,22.0,57.84379999999999,0.19946137931034477,Total infected,70%,Vaccine Efficacy 50%,Low
202,23.0,62.53499999999997,0.21563793103448264,Total infected,70%,Vaccine Efficacy 50%,Low
203,24.0,68.02810000000002,0.2345796551724139,Total infected,70%,Vaccine Efficacy 50%,Low
204,25.0,73.73740000000001,0.2542668965517242,Total infected,70%,Vaccine Efficacy 50%,Low
205,26.0,79.49109999999996,0.2741072413793102,Total infected,70%,Vaccine Efficacy 50%,Low
206,27.0,85.4007,0.29448517241379313,Total infected,70%,Vaccine Efficacy 50%,Low
207,28.0,89.71350000000001,0.30935689655172416,Total infected,70%,Vaccine Efficacy 50%,Low
208,29.0,92.6773,0.31957689655172417,Total infected,70%,Vaccine Efficacy 50%,Low
209,30.0,96.84960000000001,0.3339641379310345,Total infected,70%,Vaccine Efficacy 50%,Low
210,31.0,101.56519999999998,0.3502248275862068,Total infected,70%,Vaccine Efficacy 50%,Low
211,32.0,106.29260000000002,0.3665262068965518,Total infected,70%,Vaccine Efficacy 50%,Low
212,33.0,110.80939999999998,0.38210137931034477,Total infected,70%,Vaccine Efficacy 50%,Low
213,34.0,115.0341,0.39666931034482755,Total infected,70%,Vaccine Efficacy 50%,Low
214,35.0,118.14439999999999,0.40739448275862067,Total infected,70%,Vaccine Efficacy 50%,Low
215,36.0,120.39080000000001,0.4151406896551725,Total infected,70%,Vaccine Efficacy 50%,Low
216,37.0,123.25849999999997,0.4250293103448275,Total infected,70%,Vaccine Efficacy 50%,Low
217,38.0,126.33079999999998,0.435623448275862,Total infected,70%,Vaccine Efficacy 50%,Low
218,39.0,129.3889,0.4461686206896552,Total infected,70%,Vaccine Efficacy 50%,Low
219,40.0,132.5251,0.4569831034482759,Total infected,70%,Vaccine Efficacy 50%,Low
220,41.0,135.2945,0.46653275862068966,Total infected,70%,Vaccine Efficacy 50%,Low
221,42.0,137.3206,0.47351931034482764,Total infected,70%,Vaccine Efficacy 50%,Low
222,43.0,138.8396,0.4787572413793103,Total infected,70%,Vaccine Efficacy 50%,Low
223,44.0,140.7174,0.48523241379310345,Total infected,70%,Vaccine Efficacy 50%,Low
224,45.0,142.56310000000002,0.4915968965517242,Total infected,70%,Vaccine Efficacy 50%,Low
225,46.0,144.4049,0.49794793103448276,Total infected,70%,Vaccine Efficacy 50%,Low
226,47.0,146.06619999999998,0.5036765517241378,Total infected,70%,Vaccine Efficacy 50%,Low
227,48.0,147.72340000000003,0.5093910344827587,Total infected,70%,Vaccine Efficacy 50%,Low
228,49.0,148.89990000000003,0.5134479310344828,Total infected,70%,Vaccine Efficacy 50%,Low
229,50.0,149.78360000000004,0.5164951724137933,Total infected,70%,Vaccine Efficacy 50%,Low
230,51.0,150.8137,0.5200472413793104,Total infected,70%,Vaccine Efficacy 50%,Low
231,52.0,151.8618,0.5236613793103447,Total infected,70%,Vaccine Efficacy 50%,Low
232,53.0,152.89389999999997,0.5272203448275861,Total infected,70%,Vaccine Efficacy 50%,Low
233,54.0,153.8618,0.5305579310344827,Total infected,70%,Vaccine Efficacy 50%,Low
234,55.0,154.7716,0.5336951724137932,Total infected,70%,Vaccine Efficacy 50%,Low
235,56.0,155.44889999999998,0.5360306896551723,Total infected,70%,Vaccine Efficacy 50%,Low
236,57.0,155.90789999999998,0.537613448275862,Total infected,70%,Vaccine Efficacy 50%,Low
237,58.0,156.4829,0.5395962068965517,Total infected,70%,Vaccine Efficacy 50%,Low
238,59.0,157.12030000000001,0.5417941379310345,Total infected,70%,Vaccine Efficacy 50%,Low
239,60.0,157.7515,0.5439706896551724,Total infected,70%,Vaccine Efficacy 50%,Low
