,day,cumulative_infected,type_pretty,efficacy,policy
70,11.0,0.025848148148148172,10%,Vaccine Efficacy 100%,D1
71,12.0,0.03515370370370369,10%,Vaccine Efficacy 100%,D1
72,13.0,0.04699259259259268,10%,Vaccine Efficacy 100%,D1
73,14.0,0.05566712962962965,10%,Vaccine Efficacy 100%,D1
74,15.0,0.06198518518518507,10%,Vaccine Efficacy 100%,D1
75,16.0,0.06969537037037014,10%,Vaccine Efficacy 100%,D1
76,17.0,0.07896342592592599,10%,Vaccine Efficacy 100%,D1
77,18.0,0.09087592592592578,10%,Vaccine Efficacy 100%,D1
78,19.0,0.10468194444444444,10%,Vaccine Efficacy 100%,D1
79,20.0,0.12060231481481462,10%,Vaccine Efficacy 100%,D1
80,21.0,0.13230231481481472,10%,Vaccine Efficacy 100%,D1
81,22.0,0.14150601851851854,10%,Vaccine Efficacy 100%,D1
82,23.0,0.15064398148148156,10%,Vaccine Efficacy 100%,D1
83,24.0,0.1605805555555555,10%,Vaccine Efficacy 100%,D1
84,25.0,0.17312453703703706,10%,Vaccine Efficacy 100%,D1
85,26.0,0.1878296296296295,10%,Vaccine Efficacy 100%,D1
86,27.0,0.20385231481481475,10%,Vaccine Efficacy 100%,D1
87,28.0,0.2154125,10%,Vaccine Efficacy 100%,D1
88,29.0,0.22399444444444458,10%,Vaccine Efficacy 100%,D1
89,30.0,0.23325324074074086,10%,Vaccine Efficacy 100%,D1
90,31.0,0.24291157407407415,10%,Vaccine Efficacy 100%,D1
91,32.0,0.2541842592592591,10%,Vaccine Efficacy 100%,D1
92,33.0,0.2669138888888889,10%,Vaccine Efficacy 100%,D1
93,34.0,0.2808208333333333,10%,Vaccine Efficacy 100%,D1
94,35.0,0.291425925925926,10%,Vaccine Efficacy 100%,D1
95,36.0,0.29906111111111106,10%,Vaccine Efficacy 100%,D1
96,37.0,0.3070773148148148,10%,Vaccine Efficacy 100%,D1
97,38.0,0.31570555555555563,10%,Vaccine Efficacy 100%,D1
98,39.0,0.3255499999999999,10%,Vaccine Efficacy 100%,D1
99,40.0,0.33643287037037034,10%,Vaccine Efficacy 100%,D1
100,41.0,0.3480851851851853,10%,Vaccine Efficacy 100%,D1
101,42.0,0.35671388888888883,10%,Vaccine Efficacy 100%,D1
102,43.0,0.36300416666666663,10%,Vaccine Efficacy 100%,D1
103,44.0,0.36939629629629633,10%,Vaccine Efficacy 100%,D1
104,45.0,0.3765217592592594,10%,Vaccine Efficacy 100%,D1
105,46.0,0.38478750000000006,10%,Vaccine Efficacy 100%,D1
106,47.0,0.39345370370370364,10%,Vaccine Efficacy 100%,D1
107,48.0,0.4029726851851852,10%,Vaccine Efficacy 100%,D1
108,49.0,0.4101074074074074,10%,Vaccine Efficacy 100%,D1
109,50.0,0.41535833333333333,10%,Vaccine Efficacy 100%,D1
110,51.0,0.42063750000000005,10%,Vaccine Efficacy 100%,D1
111,52.0,0.4268166666666667,10%,Vaccine Efficacy 100%,D1
112,53.0,0.43351527777777776,10%,Vaccine Efficacy 100%,D1
113,54.0,0.44113194444444453,10%,Vaccine Efficacy 100%,D1
114,55.0,0.44985370370370364,10%,Vaccine Efficacy 100%,D1
115,56.0,0.45567037037037034,10%,Vaccine Efficacy 100%,D1
116,57.0,0.4601981481481481,10%,Vaccine Efficacy 100%,D1
117,58.0,0.4650685185185185,10%,Vaccine Efficacy 100%,D1
118,59.0,0.47024583333333336,10%,Vaccine Efficacy 100%,D1
119,60.0,0.47598888888888885,10%,Vaccine Efficacy 100%,D1
120,1.0,0.0,40%,Vaccine Efficacy 100%,D1
121,2.0,0.0002645833333334322,40%,Vaccine Efficacy 100%,D1
122,3.0,0.0009048611111109514,40%,Vaccine Efficacy 100%,D1
123,4.0,0.001962500000000015,40%,Vaccine Efficacy 100%,D1
124,5.0,0.003729861111111177,40%,Vaccine Efficacy 100%,D1
125,6.0,0.005788888888888819,40%,Vaccine Efficacy 100%,D1
126,7.0,0.008169444444444451,40%,Vaccine Efficacy 100%,D1
127,8.0,0.0099090277777779,40%,Vaccine Efficacy 100%,D1
128,9.0,0.012315972222222311,40%,Vaccine Efficacy 100%,D1
129,10.0,0.015656250000000052,40%,Vaccine Efficacy 100%,D1
130,11.0,0.019789583333333225,40%,Vaccine Efficacy 100%,D1
131,12.0,0.025258333333333185,40%,Vaccine Efficacy 100%,D1
132,13.0,0.03221736111111086,40%,Vaccine Efficacy 100%,D1
133,14.0,0.03708819444444443,40%,Vaccine Efficacy 100%,D1
134,15.0,0.04117986111111113,40%,Vaccine Efficacy 100%,D1
135,16.0,0.04605000000000005,40%,Vaccine Efficacy 100%,D1
136,17.0,0.05207638888888885,40%,Vaccine Efficacy 100%,D1
137,18.0,0.059410416666666736,40%,Vaccine Efficacy 100%,D1
138,19.0,0.06831666666666673,40%,Vaccine Efficacy 100%,D1
139,20.0,0.07787847222222233,40%,Vaccine Efficacy 100%,D1
140,21.0,0.08503055555555565,40%,Vaccine Efficacy 100%,D1
141,22.0,0.09075069444444456,40%,Vaccine Efficacy 100%,D1
142,23.0,0.09688888888888887,40%,Vaccine Efficacy 100%,D1
143,24.0,0.10393055555555561,40%,Vaccine Efficacy 100%,D1
144,25.0,0.11184861111111102,40%,Vaccine Efficacy 100%,D1
145,26.0,0.12043472222222225,40%,Vaccine Efficacy 100%,D1
146,27.0,0.13052500000000006,40%,Vaccine Efficacy 100%,D1
147,28.0,0.13777569444444449,40%,Vaccine Efficacy 100%,D1
148,29.0,0.14309166666666664,40%,Vaccine Efficacy 100%,D1
149,30.0,0.14911736111111099,40%,Vaccine Efficacy 100%,D1
150,31.0,0.15643819444444448,40%,Vaccine Efficacy 100%,D1
151,32.0,0.16435694444444446,40%,Vaccine Efficacy 100%,D1
152,33.0,0.17302708333333328,40%,Vaccine Efficacy 100%,D1
153,34.0,0.1830333333333335,40%,Vaccine Efficacy 100%,D1
154,35.0,0.19036736111111108,40%,Vaccine Efficacy 100%,D1
155,36.0,0.19564097222222226,40%,Vaccine Efficacy 100%,D1
156,37.0,0.20173750000000013,40%,Vaccine Efficacy 100%,D1
157,38.0,0.20854236111111124,40%,Vaccine Efficacy 100%,D1
158,39.0,0.21633541666666664,40%,Vaccine Efficacy 100%,D1
159,40.0,0.22479652777777778,40%,Vaccine Efficacy 100%,D1
160,41.0,0.23513750000000014,40%,Vaccine Efficacy 100%,D1
161,42.0,0.24229027777777773,40%,Vaccine Efficacy 100%,D1
162,43.0,0.24773194444444446,40%,Vaccine Efficacy 100%,D1
163,44.0,0.25361875,40%,Vaccine Efficacy 100%,D1
164,45.0,0.2603270833333333,40%,Vaccine Efficacy 100%,D1
165,46.0,0.26793888888888895,40%,Vaccine Efficacy 100%,D1
166,47.0,0.27627569444444444,40%,Vaccine Efficacy 100%,D1
167,48.0,0.2850145833333333,40%,Vaccine Efficacy 100%,D1
168,49.0,0.2918326388888888,40%,Vaccine Efficacy 100%,D1
169,50.0,0.2969680555555556,40%,Vaccine Efficacy 100%,D1
170,51.0,0.30202083333333324,40%,Vaccine Efficacy 100%,D1
171,52.0,0.30746180555555547,40%,Vaccine Efficacy 100%,D1
172,53.0,0.3134465277777778,40%,Vaccine Efficacy 100%,D1
173,54.0,0.3204055555555555,40%,Vaccine Efficacy 100%,D1
174,55.0,0.32785,40%,Vaccine Efficacy 100%,D1
175,56.0,0.33298541666666676,40%,Vaccine Efficacy 100%,D1
176,57.0,0.337175,40%,Vaccine Efficacy 100%,D1
177,58.0,0.3417527777777778,40%,Vaccine Efficacy 100%,D1
178,59.0,0.346832638888889,40%,Vaccine Efficacy 100%,D1
179,60.0,0.3524680555555556,40%,Vaccine Efficacy 100%,D1
180,1.0,0.0,70%,Vaccine Efficacy 100%,D1
181,2.0,0.00027777777777772254,70%,Vaccine Efficacy 100%,D1
182,3.0,0.0007513888888889634,70%,Vaccine Efficacy 100%,D1
183,4.0,0.001615277777777714,70%,Vaccine Efficacy 100%,D1
184,5.0,0.002616666666666687,70%,Vaccine Efficacy 100%,D1
185,6.0,0.004008333333333367,70%,Vaccine Efficacy 100%,D1
186,7.0,0.005011111111111077,70%,Vaccine Efficacy 100%,D1
187,8.0,0.0056513888888887935,70%,Vaccine Efficacy 100%,D1
188,9.0,0.006986111111110915,70%,Vaccine Efficacy 100%,D1
189,10.0,0.008905555555555524,70%,Vaccine Efficacy 100%,D1
190,11.0,0.011327777777777825,70%,Vaccine Efficacy 100%,D1
191,12.0,0.013470833333333272,70%,Vaccine Efficacy 100%,D1
192,13.0,0.0165611111111112,70%,Vaccine Efficacy 100%,D1
193,14.0,0.018648611111111022,70%,Vaccine Efficacy 100%,D1
194,15.0,0.02062499999999999,70%,Vaccine Efficacy 100%,D1
195,16.0,0.023018055555555646,70%,Vaccine Efficacy 100%,D1
196,17.0,0.025662500000000046,70%,Vaccine Efficacy 100%,D1
197,18.0,0.028084722222222344,70%,Vaccine Efficacy 100%,D1
198,19.0,0.031313888888888836,70%,Vaccine Efficacy 100%,D1
199,20.0,0.03498750000000012,70%,Vaccine Efficacy 100%,D1
200,21.0,0.037881944444444336,70%,Vaccine Efficacy 100%,D1
201,22.0,0.04035833333333332,70%,Vaccine Efficacy 100%,D1
202,23.0,0.042973611111111074,70%,Vaccine Efficacy 100%,D1
203,24.0,0.04586805555555548,70%,Vaccine Efficacy 100%,D1
204,25.0,0.049181944444444646,70%,Vaccine Efficacy 100%,D1
205,26.0,0.053190277777777614,70%,Vaccine Efficacy 100%,D1
206,27.0,0.0574763888888887,70%,Vaccine Efficacy 100%,D1
207,28.0,0.06048194444444436,70%,Vaccine Efficacy 100%,D1
208,29.0,0.06304305555555562,70%,Vaccine Efficacy 100%,D1
209,30.0,0.066326388888889,70%,Vaccine Efficacy 100%,D1
210,31.0,0.06938749999999988,70%,Vaccine Efficacy 100%,D1
211,32.0,0.07300694444444449,70%,Vaccine Efficacy 100%,D1
212,33.0,0.07726527777777766,70%,Vaccine Efficacy 100%,D1
213,34.0,0.08105000000000019,70%,Vaccine Efficacy 100%,D1
214,35.0,0.08489166666666668,70%,Vaccine Efficacy 100%,D1
215,36.0,0.0875638888888888,70%,Vaccine Efficacy 100%,D1
216,37.0,0.09079305555555549,70%,Vaccine Efficacy 100%,D1
217,38.0,0.09377083333333343,70%,Vaccine Efficacy 100%,D1
218,39.0,0.0977791666666666,70%,Vaccine Efficacy 100%,D1
219,40.0,0.10153750000000016,70%,Vaccine Efficacy 100%,D1
220,41.0,0.10565694444444457,70%,Vaccine Efficacy 100%,D1
221,42.0,0.10827222222222213,70%,Vaccine Efficacy 100%,D1
222,43.0,0.11072083333333341,70%,Vaccine Efficacy 100%,D1
223,44.0,0.11447916666666666,70%,Vaccine Efficacy 100%,D1
224,45.0,0.11812500000000004,70%,Vaccine Efficacy 100%,D1
225,46.0,0.1215208333333334,70%,Vaccine Efficacy 100%,D1
226,47.0,0.1253347222222222,70%,Vaccine Efficacy 100%,D1
227,48.0,0.12970277777777767,70%,Vaccine Efficacy 100%,D1
228,49.0,0.13240277777777779,70%,Vaccine Efficacy 100%,D1
229,50.0,0.1346305555555555,70%,Vaccine Efficacy 100%,D1
230,51.0,0.13749722222222222,70%,Vaccine Efficacy 100%,D1
231,52.0,0.14053055555555558,70%,Vaccine Efficacy 100%,D1
232,53.0,0.14370416666666663,70%,Vaccine Efficacy 100%,D1
233,54.0,0.1481013888888888,70%,Vaccine Efficacy 100%,D1
234,55.0,0.15183194444444434,70%,Vaccine Efficacy 100%,D1
235,56.0,0.15469861111111113,70%,Vaccine Efficacy 100%,D1
236,57.0,0.1576222222222222,70%,Vaccine Efficacy 100%,D1
237,58.0,0.1602361111111111,70%,Vaccine Efficacy 100%,D1
238,59.0,0.16349444444444444,70%,Vaccine Efficacy 100%,D1
239,60.0,0.16666666666666666,70%,Vaccine Efficacy 100%,D1
240,1.0,0.0,0%,Vaccine Efficacy 100%,Without Screening
241,2.0,0.000275833333333253,0%,Vaccine Efficacy 100%,Without Screening
242,3.0,0.0009437500000000654,0%,Vaccine Efficacy 100%,Without Screening
243,4.0,0.0024220833333333286,0%,Vaccine Efficacy 100%,Without Screening
244,5.0,0.0048179166666667324,0%,Vaccine Efficacy 100%,Without Screening
245,6.0,0.008433333333333456,0%,Vaccine Efficacy 100%,Without Screening
246,7.0,0.011105416666666793,0%,Vaccine Efficacy 100%,Without Screening
247,8.0,0.01341000000000001,0%,Vaccine Efficacy 100%,Without Screening
248,9.0,0.018437083333333368,0%,Vaccine Efficacy 100%,Without Screening
249,10.0,0.02661208333333332,0%,Vaccine Efficacy 100%,Without Screening
250,11.0,0.03759166666666663,0%,Vaccine Efficacy 100%,Without Screening
251,12.0,0.052104166666666646,0%,Vaccine Efficacy 100%,Without Screening
252,13.0,0.07050750000000008,0%,Vaccine Efficacy 100%,Without Screening
253,14.0,0.08362583333333322,0%,Vaccine Efficacy 100%,Without Screening
254,15.0,0.0929358333333333,0%,Vaccine Efficacy 100%,Without Screening
255,16.0,0.10953583333333335,0%,Vaccine Efficacy 100%,Without Screening
256,17.0,0.13123749999999995,0%,Vaccine Efficacy 100%,Without Screening
257,18.0,0.15692208333333338,0%,Vaccine Efficacy 100%,Without Screening
258,19.0,0.18683249999999998,0%,Vaccine Efficacy 100%,Without Screening
259,20.0,0.22036625,0%,Vaccine Efficacy 100%,Without Screening
260,21.0,0.24389666666666657,0%,Vaccine Efficacy 100%,Without Screening
261,22.0,0.2615733333333334,0%,Vaccine Efficacy 100%,Without Screening
262,23.0,0.2875254166666667,0%,Vaccine Efficacy 100%,Without Screening
263,24.0,0.31778500000000004,0%,Vaccine Efficacy 100%,Without Screening
264,25.0,0.3520208333333333,0%,Vaccine Efficacy 100%,Without Screening
265,26.0,0.3890524999999999,0%,Vaccine Efficacy 100%,Without Screening
266,27.0,0.4254766666666667,0%,Vaccine Efficacy 100%,Without Screening
267,28.0,0.45309000000000005,0%,Vaccine Efficacy 100%,Without Screening
268,29.0,0.47214500000000004,0%,Vaccine Efficacy 100%,Without Screening
269,30.0,0.49905708333333326,0%,Vaccine Efficacy 100%,Without Screening
270,31.0,0.5281479166666666,0%,Vaccine Efficacy 100%,Without Screening
271,32.0,0.5578158333333334,0%,Vaccine Efficacy 100%,Without Screening
272,33.0,0.5871666666666667,0%,Vaccine Efficacy 100%,Without Screening
273,34.0,0.6166829166666666,0%,Vaccine Efficacy 100%,Without Screening
274,35.0,0.6380512500000001,0%,Vaccine Efficacy 100%,Without Screening
275,36.0,0.6534066666666667,0%,Vaccine Efficacy 100%,Without Screening
276,37.0,0.6717183333333333,0%,Vaccine Efficacy 100%,Without Screening
277,38.0,0.6899299999999999,0%,Vaccine Efficacy 100%,Without Screening
278,39.0,0.7091354166666667,0%,Vaccine Efficacy 100%,Without Screening
279,40.0,0.7283566666666667,0%,Vaccine Efficacy 100%,Without Screening
280,41.0,0.7462670833333334,0%,Vaccine Efficacy 100%,Without Screening
281,42.0,0.7592850000000001,0%,Vaccine Efficacy 100%,Without Screening
282,43.0,0.7686708333333333,0%,Vaccine Efficacy 100%,Without Screening
283,44.0,0.77962625,0%,Vaccine Efficacy 100%,Without Screening
284,45.0,0.7911570833333333,0%,Vaccine Efficacy 100%,Without Screening
285,46.0,0.802305,0%,Vaccine Efficacy 100%,Without Screening
286,47.0,0.8130841666666666,0%,Vaccine Efficacy 100%,Without Screening
287,48.0,0.8231379166666667,0%,Vaccine Efficacy 100%,Without Screening
288,49.0,0.8302779166666667,0%,Vaccine Efficacy 100%,Without Screening
289,50.0,0.8357216666666666,0%,Vaccine Efficacy 100%,Without Screening
290,51.0,0.8422429166666667,0%,Vaccine Efficacy 100%,Without Screening
291,52.0,0.8482629166666666,0%,Vaccine Efficacy 100%,Without Screening
292,53.0,0.8545758333333333,0%,Vaccine Efficacy 100%,Without Screening
293,54.0,0.860955,0%,Vaccine Efficacy 100%,Without Screening
294,55.0,0.8668916666666667,0%,Vaccine Efficacy 100%,Without Screening
295,56.0,0.8714845833333332,0%,Vaccine Efficacy 100%,Without Screening
296,57.0,0.8745570833333333,0%,Vaccine Efficacy 100%,Without Screening
297,58.0,0.8780645833333334,0%,Vaccine Efficacy 100%,Without Screening
298,59.0,0.88167125,0%,Vaccine Efficacy 100%,Without Screening
299,60.0,0.8852791666666667,0%,Vaccine Efficacy 100%,Without Screening
300,1.0,0.0,10%,Vaccine Efficacy 100%,Without Screening
301,2.0,0.00039907407407416376,10%,Vaccine Efficacy 100%,Without Screening
302,3.0,0.0010296296296295985,10%,Vaccine Efficacy 100%,Without Screening
303,4.0,0.0023564814814814173,10%,Vaccine Efficacy 100%,Without Screening
304,5.0,0.004425462962962896,10%,Vaccine Efficacy 100%,Without Screening
305,6.0,0.007932407407407308,10%,Vaccine Efficacy 100%,Without Screening
306,7.0,0.0105856481481481,10%,Vaccine Efficacy 100%,Without Screening
307,8.0,0.012979629629629709,10%,Vaccine Efficacy 100%,Without Screening
308,9.0,0.017813425925926073,10%,Vaccine Efficacy 100%,Without Screening
309,10.0,0.02473425925925928,10%,Vaccine Efficacy 100%,Without Screening
310,11.0,0.03474537037037022,10%,Vaccine Efficacy 100%,Without Screening
311,12.0,0.04687129629629631,10%,Vaccine Efficacy 100%,Without Screening
312,13.0,0.06108518518518506,10%,Vaccine Efficacy 100%,Without Screening
313,14.0,0.072135648148148,10%,Vaccine Efficacy 100%,Without Screening
314,15.0,0.07998379629629629,10%,Vaccine Efficacy 100%,Without Screening
315,16.0,0.0948657407407408,10%,Vaccine Efficacy 100%,Without Screening
316,17.0,0.11267870370370377,10%,Vaccine Efficacy 100%,Without Screening
317,18.0,0.13383240740740746,10%,Vaccine Efficacy 100%,Without Screening
318,19.0,0.15770462962962964,10%,Vaccine Efficacy 100%,Without Screening
319,20.0,0.18487916666666676,10%,Vaccine Efficacy 100%,Without Screening
320,21.0,0.20466851851851858,10%,Vaccine Efficacy 100%,Without Screening
321,22.0,0.21929027777777782,10%,Vaccine Efficacy 100%,Without Screening
322,23.0,0.24073194444444443,10%,Vaccine Efficacy 100%,Without Screening
323,24.0,0.26648749999999993,10%,Vaccine Efficacy 100%,Without Screening
324,25.0,0.29569259259259256,10%,Vaccine Efficacy 100%,Without Screening
325,26.0,0.3270708333333332,10%,Vaccine Efficacy 100%,Without Screening
326,27.0,0.3595055555555555,10%,Vaccine Efficacy 100%,Without Screening
327,28.0,0.38344351851851827,10%,Vaccine Efficacy 100%,Without Screening
328,29.0,0.4006444444444444,10%,Vaccine Efficacy 100%,Without Screening
329,30.0,0.4252680555555554,10%,Vaccine Efficacy 100%,Without Screening
330,31.0,0.45242314814814816,10%,Vaccine Efficacy 100%,Without Screening
331,32.0,0.48125879629629637,10%,Vaccine Efficacy 100%,Without Screening
332,33.0,0.5098898148148149,10%,Vaccine Efficacy 100%,Without Screening
333,34.0,0.5397,10%,Vaccine Efficacy 100%,Without Screening
334,35.0,0.5612152777777777,10%,Vaccine Efficacy 100%,Without Screening
335,36.0,0.5769694444444444,10%,Vaccine Efficacy 100%,Without Screening
336,37.0,0.5954314814814815,10%,Vaccine Efficacy 100%,Without Screening
337,38.0,0.6156847222222224,10%,Vaccine Efficacy 100%,Without Screening
338,39.0,0.6363092592592594,10%,Vaccine Efficacy 100%,Without Screening
339,40.0,0.6569532407407408,10%,Vaccine Efficacy 100%,Without Screening
340,41.0,0.6771699074074076,10%,Vaccine Efficacy 100%,Without Screening
341,42.0,0.6923481481481482,10%,Vaccine Efficacy 100%,Without Screening
342,43.0,0.7027203703703704,10%,Vaccine Efficacy 100%,Without Screening
343,44.0,0.7159597222222223,10%,Vaccine Efficacy 100%,Without Screening
344,45.0,0.7300995370370371,10%,Vaccine Efficacy 100%,Without Screening
345,46.0,0.7441462962962961,10%,Vaccine Efficacy 100%,Without Screening
346,47.0,0.758211574074074,10%,Vaccine Efficacy 100%,Without Screening
347,48.0,0.771487962962963,10%,Vaccine Efficacy 100%,Without Screening
348,49.0,0.7811083333333334,10%,Vaccine Efficacy 100%,Without Screening
349,50.0,0.7880481481481482,10%,Vaccine Efficacy 100%,Without Screening
350,51.0,0.796175462962963,10%,Vaccine Efficacy 100%,Without Screening
351,52.0,0.8041736111111112,10%,Vaccine Efficacy 100%,Without Screening
352,53.0,0.8127740740740741,10%,Vaccine Efficacy 100%,Without Screening
353,54.0,0.8205490740740742,10%,Vaccine Efficacy 100%,Without Screening
354,55.0,0.8283699074074073,10%,Vaccine Efficacy 100%,Without Screening
355,56.0,0.8342893518518518,10%,Vaccine Efficacy 100%,Without Screening
356,57.0,0.8385657407407408,10%,Vaccine Efficacy 100%,Without Screening
357,58.0,0.8430097222222223,10%,Vaccine Efficacy 100%,Without Screening
358,59.0,0.8483171296296297,10%,Vaccine Efficacy 100%,Without Screening
359,60.0,0.8534847222222223,10%,Vaccine Efficacy 100%,Without Screening
360,1.0,0.0,40%,Vaccine Efficacy 100%,Without Screening
361,2.0,0.0003479166666665713,40%,Vaccine Efficacy 100%,Without Screening
362,3.0,0.0010298611111111535,40%,Vaccine Efficacy 100%,Without Screening
363,4.0,0.002017361111111171,40%,Vaccine Efficacy 100%,Without Screening
364,5.0,0.0036597222222221307,40%,Vaccine Efficacy 100%,Without Screening
365,6.0,0.005956249999999959,40%,Vaccine Efficacy 100%,Without Screening
366,7.0,0.007737499999999879,40%,Vaccine Efficacy 100%,Without Screening
367,8.0,0.009491666666666553,40%,Vaccine Efficacy 100%,Without Screening
368,9.0,0.01298402777777774,40%,Vaccine Efficacy 100%,Without Screening
369,10.0,0.01767430555555569,40%,Vaccine Efficacy 100%,Without Screening
370,11.0,0.0235604166666668,40%,Vaccine Efficacy 100%,Without Screening
371,12.0,0.03011597222222247,40%,Vaccine Efficacy 100%,Without Screening
372,13.0,0.0382708333333333,40%,Vaccine Efficacy 100%,Without Screening
373,14.0,0.044825694444444314,40%,Vaccine Efficacy 100%,Without Screening
374,15.0,0.049320833333333404,40%,Vaccine Efficacy 100%,Without Screening
375,16.0,0.05693333333333328,40%,Vaccine Efficacy 100%,Without Screening
376,17.0,0.06586805555555546,40%,Vaccine Efficacy 100%,Without Screening
377,18.0,0.07657013888888899,40%,Vaccine Efficacy 100%,Without Screening
378,19.0,0.08877430555555559,40%,Vaccine Efficacy 100%,Without Screening
379,20.0,0.10276041666666656,40%,Vaccine Efficacy 100%,Without Screening
380,21.0,0.11261458333333321,40%,Vaccine Efficacy 100%,Without Screening
381,22.0,0.11983680555555568,40%,Vaccine Efficacy 100%,Without Screening
382,23.0,0.1312486111111112,40%,Vaccine Efficacy 100%,Without Screening
383,24.0,0.14472013888888893,40%,Vaccine Efficacy 100%,Without Screening
384,25.0,0.1610166666666667,40%,Vaccine Efficacy 100%,Without Screening
385,26.0,0.17874652777777772,40%,Vaccine Efficacy 100%,Without Screening
386,27.0,0.19718611111111103,40%,Vaccine Efficacy 100%,Without Screening
