,day,cumulative_infected,type,type_pretty
78,19.0,38.93950000000001,Total infected,10%
79,20.0,46.46459999999999,Total infected,10%
80,21.0,51.43439999999998,Total infected,10%
81,22.0,55.444500000000005,Total infected,10%
82,23.0,61.33339999999998,Total infected,10%
83,24.0,68.6464,Total infected,10%
84,25.0,76.81819999999999,Total infected,10%
85,26.0,85.1112,Total infected,10%
86,27.0,93.9193,Total infected,10%
87,28.0,100.08080000000001,Total infected,10%
88,29.0,104.798,Total infected,10%
89,30.0,111.0505,Total infected,10%
90,31.0,117.8585,Total infected,10%
91,32.0,124.8182,Total infected,10%
92,33.0,131.7878,Total infected,10%
93,34.0,138.7979,Total infected,10%
94,35.0,143.66680000000002,Total infected,10%
95,36.0,147.23239999999998,Total infected,10%
96,37.0,151.3535,Total infected,10%
97,38.0,155.697,Total infected,10%
98,39.0,160.0707,Total infected,10%
99,40.0,164.3031,Total infected,10%
100,41.0,168.1515,Total infected,10%
101,42.0,170.9495,Total infected,10%
102,43.0,173.1616,Total infected,10%
103,44.0,175.4545,Total infected,10%
104,45.0,178.0707,Total infected,10%
105,46.0,180.47480000000002,Total infected,10%
106,47.0,182.8586,Total infected,10%
107,48.0,184.8889,Total infected,10%
108,49.0,186.293,Total infected,10%
109,50.0,187.3838,Total infected,10%
110,51.0,188.67680000000001,Total infected,10%
111,52.0,189.9798,Total infected,10%
112,53.0,191.1919,Total infected,10%
113,54.0,192.4849,Total infected,10%
114,55.0,193.6465,Total infected,10%
115,56.0,194.38389999999998,Total infected,10%
116,57.0,195.1313,Total infected,10%
117,58.0,195.7072,Total infected,10%
118,59.0,196.48489999999998,Total infected,10%
119,60.0,197.1617,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.0403999999999769,Total infected,40%
122,3.0,0.12119999999998754,Total infected,40%
123,4.0,0.2827999999999804,Total infected,40%
124,5.0,0.5656999999999925,Total infected,40%
125,6.0,0.9899000000000058,Total infected,40%
126,7.0,1.3231999999999857,Total infected,40%
127,8.0,1.6059999999999945,Total infected,40%
128,9.0,2.171699999999987,Total infected,40%
129,10.0,2.979799999999983,Total infected,40%
130,11.0,3.909099999999995,Total infected,40%
131,12.0,5.1211999999999875,Total infected,40%
132,13.0,6.5049999999999955,Total infected,40%
133,14.0,7.4950000000000045,Total infected,40%
134,15.0,8.434399999999982,Total infected,40%
135,16.0,9.86869999999999,Total infected,40%
136,17.0,11.606000000000023,Total infected,40%
137,18.0,13.828299999999984,Total infected,40%
138,19.0,16.414100000000005,Total infected,40%
139,20.0,19.444500000000005,Total infected,40%
140,21.0,21.8283,Total infected,40%
141,22.0,23.505200000000002,Total infected,40%
142,23.0,26.252600000000015,Total infected,40%
143,24.0,29.504999999999995,Total infected,40%
144,25.0,33.06060000000001,Total infected,40%
145,26.0,37.01010000000002,Total infected,40%
146,27.0,41.21209999999999,Total infected,40%
147,28.0,43.9293,Total infected,40%
148,29.0,46.272800000000004,Total infected,40%
149,30.0,49.57579999999999,Total infected,40%
150,31.0,53.040400000000005,Total infected,40%
151,32.0,56.777799999999985,Total infected,40%
152,33.0,61.080900000000014,Total infected,40%
153,34.0,65.0101,Total infected,40%
154,35.0,67.8485,Total infected,40%
155,36.0,70.03020000000001,Total infected,40%
156,37.0,72.77780000000001,Total infected,40%
157,38.0,75.99990000000001,Total infected,40%
158,39.0,79.57570000000001,Total infected,40%
159,40.0,82.75750000000001,Total infected,40%
160,41.0,86.1212,Total infected,40%
161,42.0,88.6263,Total infected,40%
162,43.0,90.4444,Total infected,40%
163,44.0,92.75750000000001,Total infected,40%
164,45.0,94.78790000000001,Total infected,40%
165,46.0,97.4141,Total infected,40%
166,47.0,100.01,Total infected,40%
167,48.0,102.394,Total infected,40%
168,49.0,104.1414,Total infected,40%
169,50.0,105.4545,Total infected,40%
170,51.0,107.0303,Total infected,40%
171,52.0,108.5555,Total infected,40%
172,53.0,110.101,Total infected,40%
173,54.0,111.8282,Total infected,40%
174,55.0,113.3737,Total infected,40%
175,56.0,114.5051,Total infected,40%
176,57.0,115.2728,Total infected,40%
177,58.0,116.2021,Total infected,40%
178,59.0,117.2122,Total infected,40%
179,60.0,118.3132,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.02020000000000266,Total infected,70%
182,3.0,0.06059999999999377,Total infected,70%
183,4.0,0.1313999999999993,Total infected,70%
184,5.0,0.22230000000000416,Total infected,70%
185,6.0,0.36369999999999436,Total infected,70%
186,7.0,0.4545999999999992,Total infected,70%
187,8.0,0.5151000000000039,Total infected,70%
188,9.0,0.6768000000000001,Total infected,70%
189,10.0,0.8788000000000125,Total infected,70%
190,11.0,1.2627000000000095,Total infected,70%
191,12.0,1.5454999999999899,Total infected,70%
192,13.0,1.8787999999999982,Total infected,70%
193,14.0,2.171699999999987,Total infected,70%
194,15.0,2.3939999999999912,Total infected,70%
195,16.0,2.6869000000000227,Total infected,70%
196,17.0,3.252599999999987,Total infected,70%
197,18.0,3.777799999999999,Total infected,70%
198,19.0,4.525299999999987,Total infected,70%
199,20.0,5.363600000000005,Total infected,70%
200,21.0,5.838400000000007,Total infected,70%
201,22.0,6.191900000000004,Total infected,70%
202,23.0,6.798000000000002,Total infected,70%
203,24.0,7.474700000000013,Total infected,70%
204,25.0,8.272800000000004,Total infected,70%
205,26.0,9.202100000000002,Total infected,70%
206,27.0,10.121299999999998,Total infected,70%
207,28.0,10.818199999999997,Total infected,70%
208,29.0,11.373700000000007,Total infected,70%
209,30.0,12.020299999999999,Total infected,70%
210,31.0,13.0,Total infected,70%
211,32.0,13.969699999999996,Total infected,70%
212,33.0,15.040399999999998,Total infected,70%
213,34.0,16.111099999999993,Total infected,70%
214,35.0,16.969699999999996,Total infected,70%
215,36.0,17.404000000000003,Total infected,70%
216,37.0,18.303000000000004,Total infected,70%
217,38.0,19.192,Total infected,70%
218,39.0,20.161600000000007,Total infected,70%
219,40.0,21.3333,Total infected,70%
220,41.0,22.414099999999998,Total infected,70%
221,42.0,23.161599999999993,Total infected,70%
222,43.0,23.818199999999997,Total infected,70%
223,44.0,24.7172,Total infected,70%
224,45.0,25.474799999999995,Total infected,70%
225,46.0,26.495000000000005,Total infected,70%
226,47.0,27.5454,Total infected,70%
227,48.0,28.6464,Total infected,70%
228,49.0,29.474799999999995,Total infected,70%
229,50.0,29.959700000000005,Total infected,70%
230,51.0,30.747499999999995,Total infected,70%
231,52.0,31.666600000000003,Total infected,70%
232,53.0,32.464600000000004,Total infected,70%
233,54.0,33.2222,Total infected,70%
234,55.0,34.1111,Total infected,70%
235,56.0,34.888799999999996,Total infected,70%
236,57.0,35.2727,Total infected,70%
237,58.0,35.9697,Total infected,70%
238,59.0,36.6364,Total infected,70%
239,60.0,37.494899999999994,Total infected,70%
