,day,slope,type,type_pretty
83,22.0,8.124200000000002,Total infected derivative,10%
84,23.0,9.473950000000002,Total infected derivative,10%
85,24.0,10.605249999999984,Total infected derivative,10%
86,25.0,11.204450000000008,Total infected derivative,10%
87,26.0,9.797600000000017,Total infected derivative,10%
88,27.0,7.113200000000006,Total infected derivative,10%
89,28.0,7.082149999999999,Total infected derivative,10%
90,29.0,8.833649999999992,Total infected derivative,10%
91,30.0,9.601199999999992,Total infected derivative,10%
92,31.0,9.63825,Total infected derivative,10%
93,32.0,9.36975000000001,Total infected derivative,10%
94,33.0,7.961950000000002,Total infected derivative,10%
95,34.0,5.72345,Total infected derivative,10%
96,35.0,5.223500000000001,Total infected derivative,10%
97,36.0,5.684349999999995,Total infected derivative,10%
98,37.0,5.68934999999999,Total infected derivative,10%
99,38.0,5.5501000000000005,Total infected derivative,10%
100,39.0,5.088150000000013,Total infected derivative,10%
101,40.0,4.118200000000002,Total infected derivative,10%
102,41.0,3.0320999999999856,Total infected derivative,10%
103,42.0,2.6824000000000012,Total infected derivative,10%
104,43.0,2.7795500000000004,Total infected derivative,10%
105,44.0,2.6432999999999964,Total infected derivative,10%
106,45.0,2.3837500000000063,Total infected derivative,10%
107,46.0,2.0791499999999985,Total infected derivative,10%
108,47.0,1.6343000000000103,Total infected derivative,10%
109,48.0,1.1994000000000113,Total infected derivative,10%
110,49.0,1.0109999999999957,Total infected derivative,10%
111,50.0,0.9268499999999875,Total infected derivative,10%
112,51.0,0.8486999999999938,Total infected derivative,10%
113,52.0,0.765500000000003,Total infected derivative,10%
114,53.0,0.6503000000000014,Total infected derivative,10%
115,54.0,0.5160499999999928,Total infected derivative,10%
116,55.0,0.36275000000000546,Total infected derivative,10%
117,56.0,0.2946500000000043,Total infected derivative,10%
118,57.0,0.26550000000000296,Total infected derivative,10%
119,58.0,0.26650000000000773,Total infected derivative,10%
120,59.0,0.28659999999999286,Total infected derivative,10%
121,60.0,,Total infected derivative,10%
122,0.0,0.052099999999995816,Total infected derivative,40%
123,1.0,0.0791499999999985,Total infected derivative,40%
124,2.0,0.1483000000000061,Total infected derivative,40%
125,3.0,0.23545000000001437,Total infected derivative,40%
126,4.0,0.3777499999999918,Total infected derivative,40%
127,5.0,0.4037999999999897,Total infected derivative,40%
128,6.0,0.334699999999998,Total infected derivative,40%
129,7.0,0.4970000000000141,Total infected derivative,40%
130,8.0,0.7925500000000056,Total infected derivative,40%
131,9.0,1.1492999999999824,Total infected derivative,40%
132,10.0,1.5601000000000056,Total infected derivative,40%
133,11.0,1.9369000000000085,Total infected derivative,40%
134,12.0,1.8386999999999887,Total infected derivative,40%
135,13.0,1.3857500000000016,Total infected derivative,40%
136,14.0,1.664350000000013,Total infected derivative,40%
137,15.0,2.4288999999999987,Total infected derivative,40%
138,16.0,3.049049999999994,Total infected derivative,40%
139,17.0,3.651299999999992,Total infected derivative,40%
140,18.0,4.372800000000012,Total infected derivative,40%
141,19.0,4.120200000000011,Total infected derivative,40%
142,20.0,2.883749999999992,Total infected derivative,40%
143,21.0,3.128299999999996,Total infected derivative,40%
144,22.0,4.4208500000000015,Total infected derivative,40%
145,23.0,5.299549999999982,Total infected derivative,40%
146,24.0,6.006,Total infected derivative,40%
147,25.0,6.513050000000021,Total infected derivative,40%
148,26.0,5.762499999999989,Total infected derivative,40%
149,27.0,4.173349999999999,Total infected derivative,40%
150,28.0,4.283600000000007,Total infected derivative,40%
151,29.0,5.501999999999995,Total infected derivative,40%
152,30.0,6.296599999999998,Total infected derivative,40%
153,31.0,6.650300000000001,Total infected derivative,40%
154,32.0,6.859700000000004,Total infected derivative,40%
155,33.0,6.0721499999999935,Total infected derivative,40%
156,34.0,4.300599999999989,Total infected derivative,40%
157,35.0,4.066149999999993,Total infected derivative,40%
158,36.0,4.9117999999999995,Total infected derivative,40%
159,37.0,5.315600000000018,Total infected derivative,40%
160,38.0,5.440900000000013,Total infected derivative,40%
161,39.0,5.397849999999991,Total infected derivative,40%
162,40.0,4.597200000000001,Total infected derivative,40%
163,41.0,3.236450000000005,Total infected derivative,40%
164,42.0,3.0400999999999954,Total infected derivative,40%
165,43.0,3.5620999999999867,Total infected derivative,40%
166,44.0,3.6503000000000014,Total infected derivative,40%
167,45.0,3.6052000000000106,Total infected derivative,40%
168,46.0,3.4117999999999995,Total infected derivative,40%
169,47.0,2.8246500000000054,Total infected derivative,40%
170,48.0,2.068150000000003,Total infected derivative,40%
171,49.0,1.8336999999999932,Total infected derivative,40%
172,50.0,1.94789999999999,Total infected derivative,40%
173,51.0,1.919799999999995,Total infected derivative,40%
174,52.0,1.8858000000000033,Total infected derivative,40%
175,53.0,1.7946000000000026,Total infected derivative,40%
176,54.0,1.4959500000000077,Total infected derivative,40%
177,55.0,1.089199999999991,Total infected derivative,40%
178,56.0,0.9077999999999946,Total infected derivative,40%
179,57.0,0.9539000000000044,Total infected derivative,40%
180,58.0,0.9749499999999927,Total infected derivative,40%
181,59.0,0.9698999999999955,Total infected derivative,40%
182,60.0,,Total infected derivative,40%
183,0.0,0.05809999999996762,Total infected derivative,70%
184,1.0,0.07010000000002492,Total infected derivative,70%
185,2.0,0.12425000000001774,Total infected derivative,70%
186,3.0,0.1863999999999919,Total infected derivative,70%
187,4.0,0.2444500000000005,Total infected derivative,70%
188,5.0,0.2554499999999962,Total infected derivative,70%
189,6.0,0.24250000000000682,Total infected derivative,70%
190,7.0,0.32569999999998345,Total infected derivative,70%
191,8.0,0.5010000000000048,Total infected derivative,70%
192,9.0,0.6773499999999899,Total infected derivative,70%
193,10.0,0.8336499999999774,Total infected derivative,70%
194,11.0,0.9790000000000418,Total infected derivative,70%
195,12.0,0.9369000000000369,Total infected derivative,70%
196,13.0,0.7434499999999957,Total infected derivative,70%
197,14.0,0.8466499999999826,Total infected derivative,70%
198,15.0,1.186399999999992,Total infected derivative,70%
199,16.0,1.4749999999999943,Total infected derivative,70%
200,17.0,1.7294499999999857,Total infected derivative,70%
201,18.0,1.9318499999999972,Total infected derivative,70%
202,19.0,1.7194000000000074,Total infected derivative,70%
203,20.0,1.223450000000014,Total infected derivative,70%
204,21.0,1.3106500000000096,Total infected derivative,70%
205,22.0,1.8386999999999887,Total infected derivative,70%
206,23.0,2.2624999999999886,Total infected derivative,70%
207,24.0,2.598150000000004,Total infected derivative,70%
208,25.0,2.873750000000001,Total infected derivative,70%
209,26.0,2.5531000000000006,Total infected derivative,70%
210,27.0,1.8076000000000079,Total infected derivative,70%
211,28.0,1.927899999999994,Total infected derivative,70%
212,29.0,2.5871999999999957,Total infected derivative,70%
213,30.0,2.9208500000000015,Total infected derivative,70%
214,31.0,3.0570999999999913,Total infected derivative,70%
215,32.0,3.2113999999999976,Total infected derivative,70%
216,33.0,2.9028000000000134,Total infected derivative,70%
217,34.0,2.1653500000000037,Total infected derivative,70%
218,35.0,2.0981999999999914,Total infected derivative,70%
219,36.0,2.5731499999999983,Total infected derivative,70%
220,37.0,3.032049999999998,Total infected derivative,70%
221,38.0,3.275500000000008,Total infected derivative,70%
222,39.0,3.2595500000000044,Total infected derivative,70%
223,40.0,2.820699999999988,Total infected derivative,70%
224,41.0,2.089199999999991,Total infected derivative,70%
225,42.0,2.01700000000001,Total infected derivative,70%
226,43.0,2.3837500000000063,Total infected derivative,70%
227,44.0,2.554149999999993,Total infected derivative,70%
228,45.0,2.6362999999999914,Total infected derivative,70%
229,46.0,2.6933499999999952,Total infected derivative,70%
230,47.0,2.314600000000013,Total infected derivative,70%
231,48.0,1.7074500000000086,Total infected derivative,70%
232,49.0,1.6602999999999923,Total infected derivative,70%
233,50.0,1.851699999999994,Total infected derivative,70%
234,51.0,1.941900000000004,Total infected derivative,70%
235,52.0,2.0991500000000087,Total infected derivative,70%
236,53.0,2.125249999999994,Total infected derivative,70%
237,54.0,1.7695499999999953,Total infected derivative,70%
238,55.0,1.3145999999999987,Total infected derivative,70%
239,56.0,1.241500000000002,Total infected derivative,70%
240,57.0,1.441900000000004,Total infected derivative,70%
241,58.0,1.565100000000001,Total infected derivative,70%
242,59.0,1.6012000000000057,Total infected derivative,70%
243,60.0,,Total infected derivative,70%
