,day,cumulative_infected,type,type_pretty
88,29.0,65.60609999999997,Total infected,10%
89,30.0,68.16159999999996,Total infected,10%
90,31.0,70.84840000000003,Total infected,10%
91,32.0,73.9496,Total infected,10%
92,33.0,77.26250000000002,Total infected,10%
93,34.0,80.92919999999998,Total infected,10%
94,35.0,83.5556,Total infected,10%
95,36.0,85.6466,Total infected,10%
96,37.0,87.68690000000001,Total infected,10%
97,38.0,90.02030000000002,Total infected,10%
98,39.0,92.1919,Total infected,10%
99,40.0,94.7476,Total infected,10%
100,41.0,97.6769,Total infected,10%
101,42.0,100.0101,Total infected,10%
102,43.0,101.55539999999999,Total infected,10%
103,44.0,103.15159999999999,Total infected,10%
104,45.0,104.83850000000001,Total infected,10%
105,46.0,106.7474,Total infected,10%
106,47.0,108.8687,Total infected,10%
107,48.0,111.1516,Total infected,10%
108,49.0,112.8788,Total infected,10%
109,50.0,113.89899999999999,Total infected,10%
110,51.0,115.10109999999999,Total infected,10%
111,52.0,116.5252,Total infected,10%
112,53.0,118.1212,Total infected,10%
113,54.0,119.71719999999999,Total infected,10%
114,55.0,121.7576,Total infected,10%
115,56.0,123.09100000000001,Total infected,10%
116,57.0,124.14150000000002,Total infected,10%
117,58.0,125.46470000000001,Total infected,10%
118,59.0,126.6061,Total infected,10%
119,60.0,128.0001,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.02019999999998845,Total infected,40%
122,3.0,0.09090000000000487,Total infected,40%
123,4.0,0.22220000000001505,Total infected,40%
124,5.0,0.3434000000000026,Total infected,40%
125,6.0,0.5757999999999868,Total infected,40%
126,7.0,0.8686999999999898,Total infected,40%
127,8.0,1.100999999999999,Total infected,40%
128,9.0,1.5758000000000152,Total infected,40%
129,10.0,2.2424000000000035,Total infected,40%
130,11.0,3.100999999999999,Total infected,40%
131,12.0,4.131299999999982,Total infected,40%
132,13.0,5.586000000000013,Total infected,40%
133,14.0,6.494900000000001,Total infected,40%
134,15.0,7.192000000000007,Total infected,40%
135,16.0,8.181700000000006,Total infected,40%
136,17.0,9.282800000000009,Total infected,40%
137,18.0,10.626200000000011,Total infected,40%
138,19.0,12.252499999999998,Total infected,40%
139,20.0,14.121100000000013,Total infected,40%
140,21.0,15.323199999999986,Total infected,40%
141,22.0,16.16159999999998,Total infected,40%
142,23.0,17.2727,Total infected,40%
143,24.0,18.70710000000001,Total infected,40%
144,25.0,20.111000000000004,Total infected,40%
145,26.0,21.808099999999982,Total infected,40%
146,27.0,23.66659999999999,Total infected,40%
147,28.0,25.222299999999976,Total infected,40%
148,29.0,26.323200000000014,Total infected,40%
149,30.0,27.53539999999998,Total infected,40%
150,31.0,28.828299999999984,Total infected,40%
151,32.0,30.49499999999999,Total infected,40%
152,33.0,32.262699999999995,Total infected,40%
153,34.0,34.19189999999999,Total infected,40%
154,35.0,35.7778,Total infected,40%
155,36.0,36.93950000000001,Total infected,40%
156,37.0,38.22229999999999,Total infected,40%
157,38.0,39.414199999999994,Total infected,40%
158,39.0,40.74749999999999,Total infected,40%
159,40.0,42.262600000000006,Total infected,40%
160,41.0,44.151399999999995,Total infected,40%
161,42.0,45.434200000000004,Total infected,40%
162,43.0,46.202100000000016,Total infected,40%
163,44.0,47.202,Total infected,40%
164,45.0,48.51520000000001,Total infected,40%
165,46.0,49.69699999999999,Total infected,40%
166,47.0,51.22239999999998,Total infected,40%
167,48.0,52.727300000000014,Total infected,40%
168,49.0,53.676799999999986,Total infected,40%
169,50.0,54.43439999999998,Total infected,40%
170,51.0,55.21210000000001,Total infected,40%
171,52.0,56.18180000000001,Total infected,40%
172,53.0,57.19200000000001,Total infected,40%
173,54.0,58.45460000000001,Total infected,40%
174,55.0,59.74759999999999,Total infected,40%
175,56.0,60.7375,Total infected,40%
176,57.0,61.3232,Total infected,40%
177,58.0,62.14139999999999,Total infected,40%
178,59.0,63.090900000000005,Total infected,40%
179,60.0,64.1414,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.02020000000000266,Total infected,70%
182,3.0,0.08079999999999643,Total infected,70%
183,4.0,0.1414000000000044,Total infected,70%
184,5.0,0.2021000000000015,Total infected,70%
185,6.0,0.3435000000000059,Total infected,70%
186,7.0,0.4848999999999961,Total infected,70%
187,8.0,0.6564999999999941,Total infected,70%
188,9.0,0.8283000000000129,Total infected,70%
189,10.0,1.0101000000000084,Total infected,70%
190,11.0,1.2323999999999984,Total infected,70%
191,12.0,1.4242999999999881,Total infected,70%
192,13.0,1.808099999999996,Total infected,70%
193,14.0,2.1818000000000097,Total infected,70%
194,15.0,2.414199999999994,Total infected,70%
195,16.0,2.6262000000000114,Total infected,70%
196,17.0,2.8787999999999982,Total infected,70%
197,18.0,3.201999999999998,Total infected,70%
198,19.0,3.6363000000000056,Total infected,70%
199,20.0,4.13130000000001,Total infected,70%
200,21.0,4.565599999999989,Total infected,70%
201,22.0,4.81819999999999,Total infected,70%
202,23.0,5.252499999999998,Total infected,70%
203,24.0,5.707099999999983,Total infected,70%
204,25.0,6.1111000000000075,Total infected,70%
205,26.0,6.636399999999995,Total infected,70%
206,27.0,7.343499999999992,Total infected,70%
207,28.0,7.7575999999999965,Total infected,70%
208,29.0,8.181799999999996,Total infected,70%
209,30.0,8.545399999999994,Total infected,70%
210,31.0,9.1111,Total infected,70%
211,32.0,9.697000000000003,Total infected,70%
212,33.0,10.343400000000003,Total infected,70%
213,34.0,10.999899999999997,Total infected,70%
214,35.0,11.515199999999993,Total infected,70%
215,36.0,11.838499999999996,Total infected,70%
216,37.0,12.28289999999999,Total infected,70%
217,38.0,12.818199999999997,Total infected,70%
218,39.0,13.333399999999997,Total infected,70%
219,40.0,13.989999999999995,Total infected,70%
220,41.0,14.4848,Total infected,70%
221,42.0,14.9495,Total infected,70%
222,43.0,15.393999999999998,Total infected,70%
223,44.0,15.868699999999997,Total infected,70%
224,45.0,16.3737,Total infected,70%
225,46.0,16.949499999999993,Total infected,70%
226,47.0,17.5152,Total infected,70%
227,48.0,18.151600000000002,Total infected,70%
228,49.0,18.6263,Total infected,70%
229,50.0,18.899,Total infected,70%
230,51.0,19.323300000000003,Total infected,70%
231,52.0,19.737299999999998,Total infected,70%
232,53.0,20.272699999999993,Total infected,70%
233,54.0,20.919199999999996,Total infected,70%
234,55.0,21.515199999999993,Total infected,70%
235,56.0,21.929300000000005,Total infected,70%
236,57.0,22.2021,Total infected,70%
237,58.0,22.636399999999995,Total infected,70%
238,59.0,23.030400000000007,Total infected,70%
239,60.0,23.4546,Total infected,70%
