,day,cumulative_infected,type,type_pretty,vaccine_efficacy,prevalence
144,25.0,48.8818,Total infected,40%,Vaccine Efficacy 100%,Low
145,26.0,53.5291,Total infected,40%,Vaccine Efficacy 100%,Low
146,27.0,58.1002,Total infected,40%,Vaccine Efficacy 100%,Low
147,28.0,61.62729999999999,Total infected,40%,Vaccine Efficacy 100%,Low
148,29.0,64.22050000000002,Total infected,40%,Vaccine Efficacy 100%,Low
149,30.0,68.0882,Total infected,40%,Vaccine Efficacy 100%,Low
150,31.0,72.513,Total infected,40%,Vaccine Efficacy 100%,Low
151,32.0,76.9419,Total infected,40%,Vaccine Efficacy 100%,Low
152,33.0,81.29050000000001,Total infected,40%,Vaccine Efficacy 100%,Low
153,34.0,85.4409,Total infected,40%,Vaccine Efficacy 100%,Low
154,35.0,88.6293,Total infected,40%,Vaccine Efficacy 100%,Low
155,36.0,90.9759,Total infected,40%,Vaccine Efficacy 100%,Low
156,37.0,94.0,Total infected,40%,Vaccine Efficacy 100%,Low
157,38.0,97.05610000000001,Total infected,40%,Vaccine Efficacy 100%,Low
158,39.0,100.20439999999999,Total infected,40%,Vaccine Efficacy 100%,Low
159,40.0,103.19639999999998,Total infected,40%,Vaccine Efficacy 100%,Low
160,41.0,106.1643,Total infected,40%,Vaccine Efficacy 100%,Low
161,42.0,108.1824,Total infected,40%,Vaccine Efficacy 100%,Low
162,43.0,109.7174,Total infected,40%,Vaccine Efficacy 100%,Low
163,44.0,111.89580000000001,Total infected,40%,Vaccine Efficacy 100%,Low
164,45.0,114.1764,Total infected,40%,Vaccine Efficacy 100%,Low
165,46.0,116.40879999999999,Total infected,40%,Vaccine Efficacy 100%,Low
166,47.0,118.523,Total infected,40%,Vaccine Efficacy 100%,Low
167,48.0,120.3947,Total infected,40%,Vaccine Efficacy 100%,Low
168,49.0,121.67939999999999,Total infected,40%,Vaccine Efficacy 100%,Low
169,50.0,122.62720000000002,Total infected,40%,Vaccine Efficacy 100%,Low
170,51.0,123.85570000000001,Total infected,40%,Vaccine Efficacy 100%,Low
171,52.0,125.2345,Total infected,40%,Vaccine Efficacy 100%,Low
172,53.0,126.513,Total infected,40%,Vaccine Efficacy 100%,Low
173,54.0,127.7715,Total infected,40%,Vaccine Efficacy 100%,Low
174,55.0,129.0642,Total infected,40%,Vaccine Efficacy 100%,Low
175,56.0,129.8577,Total infected,40%,Vaccine Efficacy 100%,Low
176,57.0,130.4569,Total infected,40%,Vaccine Efficacy 100%,Low
177,58.0,131.1744,Total infected,40%,Vaccine Efficacy 100%,Low
178,59.0,131.9399,Total infected,40%,Vaccine Efficacy 100%,Low
179,60.0,132.6172,Total infected,40%,Vaccine Efficacy 100%,Low
180,1.0,0.0,Total infected,70%,Vaccine Efficacy 100%,Low
181,2.0,0.02199999999999136,Total infected,70%,Vaccine Efficacy 100%,Low
182,3.0,0.08220000000000027,Total infected,70%,Vaccine Efficacy 100%,Low
183,4.0,0.18029999999998836,Total infected,70%,Vaccine Efficacy 100%,Low
184,5.0,0.3106999999999971,Total infected,70%,Vaccine Efficacy 100%,Low
185,6.0,0.507000000000005,Total infected,70%,Vaccine Efficacy 100%,Low
186,7.0,0.6793999999999869,Total infected,70%,Vaccine Efficacy 100%,Low
187,8.0,0.7835999999999785,Total infected,70%,Vaccine Efficacy 100%,Low
188,9.0,1.046100000000024,Total infected,70%,Vaccine Efficacy 100%,Low
189,10.0,1.372700000000009,Total infected,70%,Vaccine Efficacy 100%,Low
190,11.0,1.7755999999999972,Total infected,70%,Vaccine Efficacy 100%,Low
191,12.0,2.1563999999999623,Total infected,70%,Vaccine Efficacy 100%,Low
192,13.0,2.6714000000000055,Total infected,70%,Vaccine Efficacy 100%,Low
193,14.0,2.991999999999962,Total infected,70%,Vaccine Efficacy 100%,Low
194,15.0,3.2665000000000077,Total infected,70%,Vaccine Efficacy 100%,Low
195,16.0,3.7153999999999883,Total infected,70%,Vaccine Efficacy 100%,Low
196,17.0,4.268500000000017,Total infected,70%,Vaccine Efficacy 100%,Low
197,18.0,4.8115999999999985,Total infected,70%,Vaccine Efficacy 100%,Low
198,19.0,5.376800000000003,Total infected,70%,Vaccine Efficacy 100%,Low
199,20.0,5.923800000000028,Total infected,70%,Vaccine Efficacy 100%,Low
200,21.0,6.416899999999998,Total infected,70%,Vaccine Efficacy 100%,Low
201,22.0,6.7835999999999785,Total infected,70%,Vaccine Efficacy 100%,Low
202,23.0,7.286600000000021,Total infected,70%,Vaccine Efficacy 100%,Low
203,24.0,7.923900000000003,Total infected,70%,Vaccine Efficacy 100%,Low
204,25.0,8.492999999999995,Total infected,70%,Vaccine Efficacy 100%,Low
205,26.0,9.09820000000002,Total infected,70%,Vaccine Efficacy 100%,Low
206,27.0,9.765600000000006,Total infected,70%,Vaccine Efficacy 100%,Low
207,28.0,10.264499999999998,Total infected,70%,Vaccine Efficacy 100%,Low
208,29.0,10.63330000000002,Total infected,70%,Vaccine Efficacy 100%,Low
209,30.0,11.228499999999997,Total infected,70%,Vaccine Efficacy 100%,Low
210,31.0,11.90379999999999,Total infected,70%,Vaccine Efficacy 100%,Low
211,32.0,12.57510000000002,Total infected,70%,Vaccine Efficacy 100%,Low
212,33.0,13.358699999999999,Total infected,70%,Vaccine Efficacy 100%,Low
213,34.0,14.136300000000006,Total infected,70%,Vaccine Efficacy 100%,Low
214,35.0,14.693300000000022,Total infected,70%,Vaccine Efficacy 100%,Low
215,36.0,15.088200000000029,Total infected,70%,Vaccine Efficacy 100%,Low
216,37.0,15.747500000000002,Total infected,70%,Vaccine Efficacy 100%,Low
217,38.0,16.406900000000007,Total infected,70%,Vaccine Efficacy 100%,Low
218,39.0,17.052099999999996,Total infected,70%,Vaccine Efficacy 100%,Low
219,40.0,17.683400000000006,Total infected,70%,Vaccine Efficacy 100%,Low
220,41.0,18.36880000000002,Total infected,70%,Vaccine Efficacy 100%,Low
221,42.0,18.87979999999999,Total infected,70%,Vaccine Efficacy 100%,Low
222,43.0,19.26249999999999,Total infected,70%,Vaccine Efficacy 100%,Low
223,44.0,19.817700000000002,Total infected,70%,Vaccine Efficacy 100%,Low
224,45.0,20.45089999999999,Total infected,70%,Vaccine Efficacy 100%,Low
225,46.0,21.136300000000006,Total infected,70%,Vaccine Efficacy 100%,Low
226,47.0,21.869699999999966,Total infected,70%,Vaccine Efficacy 100%,Low
227,48.0,22.500999999999976,Total infected,70%,Vaccine Efficacy 100%,Low
228,49.0,22.99599999999998,Total infected,70%,Vaccine Efficacy 100%,Low
229,50.0,23.396799999999985,Total infected,70%,Vaccine Efficacy 100%,Low
230,51.0,23.957899999999995,Total infected,70%,Vaccine Efficacy 100%,Low
231,52.0,24.595199999999977,Total infected,70%,Vaccine Efficacy 100%,Low
232,53.0,25.26049999999998,Total infected,70%,Vaccine Efficacy 100%,Low
233,54.0,25.875800000000027,Total infected,70%,Vaccine Efficacy 100%,Low
234,55.0,26.509000000000015,Total infected,70%,Vaccine Efficacy 100%,Low
235,56.0,26.915900000000022,Total infected,70%,Vaccine Efficacy 100%,Low
236,57.0,27.230500000000006,Total infected,70%,Vaccine Efficacy 100%,Low
237,58.0,27.7414,Total infected,70%,Vaccine Efficacy 100%,Low
238,59.0,28.280599999999993,Total infected,70%,Vaccine Efficacy 100%,Low
239,60.0,28.843700000000013,Total infected,70%,Vaccine Efficacy 100%,Low
240,1.0,0.0,Total infected,0%,Vaccine Efficacy 100%,Medium
241,2.0,1.3267000000000166,Total infected,0%,Vaccine Efficacy 100%,Medium
242,3.0,6.460900000000038,Total infected,0%,Vaccine Efficacy 100%,Medium
243,4.0,17.703399999999988,Total infected,0%,Vaccine Efficacy 100%,Medium
244,5.0,36.122299999999996,Total infected,0%,Vaccine Efficacy 100%,Medium
245,6.0,60.1523,Total infected,0%,Vaccine Efficacy 100%,Medium
246,7.0,77.71539999999999,Total infected,0%,Vaccine Efficacy 100%,Medium
247,8.0,91.3226,Total infected,0%,Vaccine Efficacy 100%,Medium
248,9.0,113.2485,Total infected,0%,Vaccine Efficacy 100%,Medium
249,10.0,136.03,Total infected,0%,Vaccine Efficacy 100%,Medium
250,11.0,155.964,Total infected,0%,Vaccine Efficacy 100%,Medium
251,12.0,172.4309,Total infected,0%,Vaccine Efficacy 100%,Medium
252,13.0,185.2846,Total infected,0%,Vaccine Efficacy 100%,Medium
253,14.0,194.7655,Total infected,0%,Vaccine Efficacy 100%,Medium
254,15.0,201.4408,Total infected,0%,Vaccine Efficacy 100%,Medium
255,16.0,208.00400000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
256,17.0,213.9238,Total infected,0%,Vaccine Efficacy 100%,Medium
257,18.0,218.84969999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
258,19.0,223.1783,Total infected,0%,Vaccine Efficacy 100%,Medium
259,20.0,226.7655,Total infected,0%,Vaccine Efficacy 100%,Medium
260,21.0,229.3828,Total infected,0%,Vaccine Efficacy 100%,Medium
261,22.0,231.3046,Total infected,0%,Vaccine Efficacy 100%,Medium
262,23.0,232.9339,Total infected,0%,Vaccine Efficacy 100%,Medium
263,24.0,234.2706,Total infected,0%,Vaccine Efficacy 100%,Medium
264,25.0,235.2945,Total infected,0%,Vaccine Efficacy 100%,Medium
265,26.0,236.1242,Total infected,0%,Vaccine Efficacy 100%,Medium
266,27.0,236.8638,Total infected,0%,Vaccine Efficacy 100%,Medium
267,28.0,237.3447,Total infected,0%,Vaccine Efficacy 100%,Medium
268,29.0,237.7194,Total infected,0%,Vaccine Efficacy 100%,Medium
269,30.0,238.0421,Total infected,0%,Vaccine Efficacy 100%,Medium
270,31.0,238.4309,Total infected,0%,Vaccine Efficacy 100%,Medium
271,32.0,238.7074,Total infected,0%,Vaccine Efficacy 100%,Medium
272,33.0,238.9218,Total infected,0%,Vaccine Efficacy 100%,Medium
273,34.0,239.0942,Total infected,0%,Vaccine Efficacy 100%,Medium
274,35.0,239.2265,Total infected,0%,Vaccine Efficacy 100%,Medium
275,36.0,239.3107,Total infected,0%,Vaccine Efficacy 100%,Medium
276,37.0,239.4048,Total infected,0%,Vaccine Efficacy 100%,Medium
277,38.0,239.487,Total infected,0%,Vaccine Efficacy 100%,Medium
278,39.0,239.5451,Total infected,0%,Vaccine Efficacy 100%,Medium
279,40.0,239.5831,Total infected,0%,Vaccine Efficacy 100%,Medium
280,41.0,239.6193,Total infected,0%,Vaccine Efficacy 100%,Medium
281,42.0,239.6594,Total infected,0%,Vaccine Efficacy 100%,Medium
282,43.0,239.6693,Total infected,0%,Vaccine Efficacy 100%,Medium
283,44.0,239.6913,Total infected,0%,Vaccine Efficacy 100%,Medium
284,45.0,239.7075,Total infected,0%,Vaccine Efficacy 100%,Medium
285,46.0,239.7275,Total infected,0%,Vaccine Efficacy 100%,Medium
286,47.0,239.74349999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
287,48.0,239.7635,Total infected,0%,Vaccine Efficacy 100%,Medium
288,49.0,239.7715,Total infected,0%,Vaccine Efficacy 100%,Medium
289,50.0,239.7816,Total infected,0%,Vaccine Efficacy 100%,Medium
290,51.0,239.7956,Total infected,0%,Vaccine Efficacy 100%,Medium
291,52.0,239.8197,Total infected,0%,Vaccine Efficacy 100%,Medium
292,53.0,239.82569999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
293,54.0,239.8357,Total infected,0%,Vaccine Efficacy 100%,Medium
294,55.0,239.8457,Total infected,0%,Vaccine Efficacy 100%,Medium
295,56.0,239.8517,Total infected,0%,Vaccine Efficacy 100%,Medium
296,57.0,239.8537,Total infected,0%,Vaccine Efficacy 100%,Medium
297,58.0,239.8557,Total infected,0%,Vaccine Efficacy 100%,Medium
298,59.0,239.8597,Total infected,0%,Vaccine Efficacy 100%,Medium
299,60.0,239.8638,Total infected,0%,Vaccine Efficacy 100%,Medium
300,1.0,0.0,Total infected,10%,Vaccine Efficacy 100%,Medium
301,2.0,1.1303000000000338,Total infected,10%,Vaccine Efficacy 100%,Medium
302,3.0,5.370800000000031,Total infected,10%,Vaccine Efficacy 100%,Medium
303,4.0,15.070100000000025,Total infected,10%,Vaccine Efficacy 100%,Medium
304,5.0,30.993899999999996,Total infected,10%,Vaccine Efficacy 100%,Medium
305,6.0,51.2645,Total infected,10%,Vaccine Efficacy 100%,Medium
306,7.0,66.1723,Total infected,10%,Vaccine Efficacy 100%,Medium
307,8.0,77.6012,Total infected,10%,Vaccine Efficacy 100%,Medium
308,9.0,96.9418,Total infected,10%,Vaccine Efficacy 100%,Medium
309,10.0,117.34469999999999,Total infected,10%,Vaccine Efficacy 100%,Medium
310,11.0,135.8096,Total infected,10%,Vaccine Efficacy 100%,Medium
311,12.0,151.0461,Total infected,10%,Vaccine Efficacy 100%,Medium
312,13.0,163.38479999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
313,14.0,172.5952,Total infected,10%,Vaccine Efficacy 100%,Medium
314,15.0,179.1242,Total infected,10%,Vaccine Efficacy 100%,Medium
315,16.0,185.4509,Total infected,10%,Vaccine Efficacy 100%,Medium
316,17.0,190.972,Total infected,10%,Vaccine Efficacy 100%,Medium
317,18.0,195.523,Total infected,10%,Vaccine Efficacy 100%,Medium
318,19.0,199.60930000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
319,20.0,202.9539,Total infected,10%,Vaccine Efficacy 100%,Medium
320,21.0,205.33870000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
321,22.0,207.1783,Total infected,10%,Vaccine Efficacy 100%,Medium
322,23.0,208.8758,Total infected,10%,Vaccine Efficacy 100%,Medium
323,24.0,210.2044,Total infected,10%,Vaccine Efficacy 100%,Medium
324,25.0,211.2986,Total infected,10%,Vaccine Efficacy 100%,Medium
325,26.0,212.2124,Total infected,10%,Vaccine Efficacy 100%,Medium
326,27.0,212.87380000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
327,28.0,213.3587,Total infected,10%,Vaccine Efficacy 100%,Medium
328,29.0,213.7135,Total infected,10%,Vaccine Efficacy 100%,Medium
329,30.0,214.10219999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
330,31.0,214.3888,Total infected,10%,Vaccine Efficacy 100%,Medium
331,32.0,214.6533,Total infected,10%,Vaccine Efficacy 100%,Medium
332,33.0,214.87380000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
333,34.0,215.02609999999999,Total infected,10%,Vaccine Efficacy 100%,Medium
334,35.0,215.1563,Total infected,10%,Vaccine Efficacy 100%,Medium
335,36.0,215.2505,Total infected,10%,Vaccine Efficacy 100%,Medium
336,37.0,215.3126,Total infected,10%,Vaccine Efficacy 100%,Medium
337,38.0,215.3928,Total infected,10%,Vaccine Efficacy 100%,Medium
338,39.0,215.469,Total infected,10%,Vaccine Efficacy 100%,Medium
339,40.0,215.511,Total infected,10%,Vaccine Efficacy 100%,Medium
340,41.0,215.55509999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
341,42.0,215.5851,Total infected,10%,Vaccine Efficacy 100%,Medium
342,43.0,215.6072,Total infected,10%,Vaccine Efficacy 100%,Medium
343,44.0,215.6293,Total infected,10%,Vaccine Efficacy 100%,Medium
344,45.0,215.64530000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
345,46.0,215.66930000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
346,47.0,215.6793,Total infected,10%,Vaccine Efficacy 100%,Medium
347,48.0,215.6954,Total infected,10%,Vaccine Efficacy 100%,Medium
348,49.0,215.70749999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
349,50.0,215.7115,Total infected,10%,Vaccine Efficacy 100%,Medium
350,51.0,215.7154,Total infected,10%,Vaccine Efficacy 100%,Medium
351,52.0,215.7274,Total infected,10%,Vaccine Efficacy 100%,Medium
352,53.0,215.7375,Total infected,10%,Vaccine Efficacy 100%,Medium
353,54.0,215.7455,Total infected,10%,Vaccine Efficacy 100%,Medium
354,55.0,215.7615,Total infected,10%,Vaccine Efficacy 100%,Medium
355,56.0,215.7695,Total infected,10%,Vaccine Efficacy 100%,Medium
356,57.0,215.7815,Total infected,10%,Vaccine Efficacy 100%,Medium
357,58.0,215.7976,Total infected,10%,Vaccine Efficacy 100%,Medium
358,59.0,215.80759999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
359,60.0,215.8096,Total infected,10%,Vaccine Efficacy 100%,Medium
360,1.0,0.0,Total infected,40%,Vaccine Efficacy 100%,Medium
361,2.0,0.8858000000000175,Total infected,40%,Vaccine Efficacy 100%,Medium
362,3.0,3.3747000000000185,Total infected,40%,Vaccine Efficacy 100%,Medium
363,4.0,8.43489999999997,Total infected,40%,Vaccine Efficacy 100%,Medium
364,5.0,16.404800000000023,Total infected,40%,Vaccine Efficacy 100%,Medium
365,6.0,26.487000000000023,Total infected,40%,Vaccine Efficacy 100%,Medium
366,7.0,34.27850000000001,Total infected,40%,Vaccine Efficacy 100%,Medium
367,8.0,40.2645,Total infected,40%,Vaccine Efficacy 100%,Medium
368,9.0,50.62729999999999,Total infected,40%,Vaccine Efficacy 100%,Medium
