,day,cumulative_infected,type,type_pretty,vaccine_efficacy,prevalence
74,15.0,26.13620000000003,Total infected,10%,Vaccine Efficacy 100%,Low
75,16.0,29.789700000000096,Total infected,10%,Vaccine Efficacy 100%,Low
76,17.0,34.40270000000001,Total infected,10%,Vaccine Efficacy 100%,Low
77,18.0,39.46889999999999,Total infected,10%,Vaccine Efficacy 100%,Low
78,19.0,44.92990000000003,Total infected,10%,Vaccine Efficacy 100%,Low
79,20.0,50.97190000000006,Total infected,10%,Vaccine Efficacy 100%,Low
80,21.0,55.02600000000004,Total infected,10%,Vaccine Efficacy 100%,Low
81,22.0,58.04189999999997,Total infected,10%,Vaccine Efficacy 100%,Low
82,23.0,61.87960000000001,Total infected,10%,Vaccine Efficacy 100%,Low
83,24.0,66.42089999999999,Total infected,10%,Vaccine Efficacy 100%,Low
84,25.0,71.12020000000001,Total infected,10%,Vaccine Efficacy 100%,Low
85,26.0,76.0359,Total infected,10%,Vaccine Efficacy 100%,Low
86,27.0,80.9357,Total infected,10%,Vaccine Efficacy 100%,Low
87,28.0,84.46280000000004,Total infected,10%,Vaccine Efficacy 100%,Low
88,29.0,86.95800000000003,Total infected,10%,Vaccine Efficacy 100%,Low
89,30.0,89.96799999999999,Total infected,10%,Vaccine Efficacy 100%,Low
90,31.0,93.83760000000001,Total infected,10%,Vaccine Efficacy 100%,Low
91,32.0,97.54289999999997,Total infected,10%,Vaccine Efficacy 100%,Low
92,33.0,101.3066,Total infected,10%,Vaccine Efficacy 100%,Low
93,34.0,105.14629999999997,Total infected,10%,Vaccine Efficacy 100%,Low
94,35.0,107.78759999999997,Total infected,10%,Vaccine Efficacy 100%,Low
95,36.0,109.83170000000001,Total infected,10%,Vaccine Efficacy 100%,Low
96,37.0,112.10250000000002,Total infected,10%,Vaccine Efficacy 100%,Low
97,38.0,114.83369999999996,Total infected,10%,Vaccine Efficacy 100%,Low
98,39.0,117.76769999999999,Total infected,10%,Vaccine Efficacy 100%,Low
99,40.0,120.6231,Total infected,10%,Vaccine Efficacy 100%,Low
100,41.0,123.49090000000001,Total infected,10%,Vaccine Efficacy 100%,Low
101,42.0,125.66330000000002,Total infected,10%,Vaccine Efficacy 100%,Low
102,43.0,127.1644,Total infected,10%,Vaccine Efficacy 100%,Low
103,44.0,128.87979999999996,Total infected,10%,Vaccine Efficacy 100%,Low
104,45.0,131.028,Total infected,10%,Vaccine Efficacy 100%,Low
105,46.0,133.343,Total infected,10%,Vaccine Efficacy 100%,Low
106,47.0,135.64929999999995,Total infected,10%,Vaccine Efficacy 100%,Low
107,48.0,137.932,Total infected,10%,Vaccine Efficacy 100%,Low
108,49.0,139.53930000000003,Total infected,10%,Vaccine Efficacy 100%,Low
109,50.0,140.7275,Total infected,10%,Vaccine Efficacy 100%,Low
110,51.0,142.1504,Total infected,10%,Vaccine Efficacy 100%,Low
111,52.0,143.6554,Total infected,10%,Vaccine Efficacy 100%,Low
112,53.0,145.15040000000002,Total infected,10%,Vaccine Efficacy 100%,Low
113,54.0,146.8418,Total infected,10%,Vaccine Efficacy 100%,Low
114,55.0,148.513,Total infected,10%,Vaccine Efficacy 100%,Low
115,56.0,149.6674,Total infected,10%,Vaccine Efficacy 100%,Low
116,57.0,150.4668,Total infected,10%,Vaccine Efficacy 100%,Low
117,58.0,151.57110000000003,Total infected,10%,Vaccine Efficacy 100%,Low
118,59.0,152.84770000000003,Total infected,10%,Vaccine Efficacy 100%,Low
119,60.0,154.11809999999997,Total infected,10%,Vaccine Efficacy 100%,Low
120,1.0,0.0,Total infected,40%,Vaccine Efficacy 100%,Low
121,2.0,0.03809999999998581,Total infected,40%,Vaccine Efficacy 100%,Low
122,3.0,0.158299999999997,Total infected,40%,Vaccine Efficacy 100%,Low
123,4.0,0.43889999999998963,Total infected,40%,Vaccine Efficacy 100%,Low
124,5.0,0.9397999999999911,Total infected,40%,Vaccine Efficacy 100%,Low
125,6.0,1.577099999999973,Total infected,40%,Vaccine Efficacy 100%,Low
126,7.0,2.1503000000000156,Total infected,40%,Vaccine Efficacy 100%,Low
127,8.0,2.5312000000000694,Total infected,40%,Vaccine Efficacy 100%,Low
128,9.0,3.2906000000000972,Total infected,40%,Vaccine Efficacy 100%,Low
129,10.0,4.386799999999994,Total infected,40%,Vaccine Efficacy 100%,Low
130,11.0,5.777800000000013,Total infected,40%,Vaccine Efficacy 100%,Low
131,12.0,7.4167999999999665,Total infected,40%,Vaccine Efficacy 100%,Low
132,13.0,9.390899999999988,Total infected,40%,Vaccine Efficacy 100%,Low
133,14.0,10.7697,Total infected,40%,Vaccine Efficacy 100%,Low
134,15.0,11.759599999999978,Total infected,40%,Vaccine Efficacy 100%,Low
135,16.0,13.084100000000035,Total infected,40%,Vaccine Efficacy 100%,Low
136,17.0,14.741399999999999,Total infected,40%,Vaccine Efficacy 100%,Low
137,18.0,16.575099999999907,Total infected,40%,Vaccine Efficacy 100%,Low
138,19.0,18.60319999999996,Total infected,40%,Vaccine Efficacy 100%,Low
139,20.0,20.769600000000082,Total infected,40%,Vaccine Efficacy 100%,Low
140,21.0,22.423000000000002,Total infected,40%,Vaccine Efficacy 100%,Low
141,22.0,23.599300000000028,Total infected,40%,Vaccine Efficacy 100%,Low
142,23.0,25.11020000000002,Total infected,40%,Vaccine Efficacy 100%,Low
143,24.0,26.993899999999996,Total infected,40%,Vaccine Efficacy 100%,Low
144,25.0,28.972000000000037,Total infected,40%,Vaccine Efficacy 100%,Low
145,26.0,31.084299999999985,Total infected,40%,Vaccine Efficacy 100%,Low
146,27.0,33.33670000000001,Total infected,40%,Vaccine Efficacy 100%,Low
147,28.0,34.86170000000004,Total infected,40%,Vaccine Efficacy 100%,Low
148,29.0,35.99599999999998,Total infected,40%,Vaccine Efficacy 100%,Low
149,30.0,37.553199999999975,Total infected,40%,Vaccine Efficacy 100%,Low
150,31.0,39.33279999999999,Total infected,40%,Vaccine Efficacy 100%,Low
151,32.0,41.23260000000002,Total infected,40%,Vaccine Efficacy 100%,Low
152,33.0,43.31460000000001,Total infected,40%,Vaccine Efficacy 100%,Low
153,34.0,45.318700000000035,Total infected,40%,Vaccine Efficacy 100%,Low
154,35.0,46.713400000000036,Total infected,40%,Vaccine Efficacy 100%,Low
155,36.0,47.739300000000014,Total infected,40%,Vaccine Efficacy 100%,Low
156,37.0,49.00200000000001,Total infected,40%,Vaccine Efficacy 100%,Low
157,38.0,50.65130000000002,Total infected,40%,Vaccine Efficacy 100%,Low
158,39.0,52.46490000000003,Total infected,40%,Vaccine Efficacy 100%,Low
159,40.0,54.26069999999996,Total infected,40%,Vaccine Efficacy 100%,Low
160,41.0,56.10220000000001,Total infected,40%,Vaccine Efficacy 100%,Low
161,42.0,57.490999999999985,Total infected,40%,Vaccine Efficacy 100%,Low
162,43.0,58.44300000000001,Total infected,40%,Vaccine Efficacy 100%,Low
163,44.0,59.70149999999998,Total infected,40%,Vaccine Efficacy 100%,Low
164,45.0,61.18239999999997,Total infected,40%,Vaccine Efficacy 100%,Low
165,46.0,62.82569999999998,Total infected,40%,Vaccine Efficacy 100%,Low
166,47.0,64.43090000000001,Total infected,40%,Vaccine Efficacy 100%,Low
167,48.0,66.0743,Total infected,40%,Vaccine Efficacy 100%,Low
168,49.0,67.27869999999999,Total infected,40%,Vaccine Efficacy 100%,Low
169,50.0,68.1805,Total infected,40%,Vaccine Efficacy 100%,Low
170,51.0,69.11619999999999,Total infected,40%,Vaccine Efficacy 100%,Low
171,52.0,70.21450000000002,Total infected,40%,Vaccine Efficacy 100%,Low
172,53.0,71.45280000000005,Total infected,40%,Vaccine Efficacy 100%,Low
173,54.0,72.59710000000001,Total infected,40%,Vaccine Efficacy 100%,Low
174,55.0,73.93579999999997,Total infected,40%,Vaccine Efficacy 100%,Low
175,56.0,74.9719,Total infected,40%,Vaccine Efficacy 100%,Low
176,57.0,75.67930000000001,Total infected,40%,Vaccine Efficacy 100%,Low
177,58.0,76.535,Total infected,40%,Vaccine Efficacy 100%,Low
178,59.0,77.5152,Total infected,40%,Vaccine Efficacy 100%,Low
179,60.0,78.6132,Total infected,40%,Vaccine Efficacy 100%,Low
180,1.0,0.0,Total infected,70%,Vaccine Efficacy 100%,Low
181,2.0,0.026099999999985357,Total infected,70%,Vaccine Efficacy 100%,Low
182,3.0,0.09219999999999118,Total infected,70%,Vaccine Efficacy 100%,Low
183,4.0,0.176400000000001,Total infected,70%,Vaccine Efficacy 100%,Low
184,5.0,0.29460000000000264,Total infected,70%,Vaccine Efficacy 100%,Low
185,6.0,0.45690000000001874,Total infected,70%,Vaccine Efficacy 100%,Low
186,7.0,0.637299999999982,Total infected,70%,Vaccine Efficacy 100%,Low
187,8.0,0.7796000000000163,Total infected,70%,Vaccine Efficacy 100%,Low
188,9.0,1.0120000000000005,Total infected,70%,Vaccine Efficacy 100%,Low
189,10.0,1.2746000000000208,Total infected,70%,Vaccine Efficacy 100%,Low
190,11.0,1.6132000000000062,Total infected,70%,Vaccine Efficacy 100%,Low
191,12.0,1.9699999999999704,Total infected,70%,Vaccine Efficacy 100%,Low
192,13.0,2.3245999999999754,Total infected,70%,Vaccine Efficacy 100%,Low
193,14.0,2.5931999999999675,Total infected,70%,Vaccine Efficacy 100%,Low
194,15.0,2.819699999999955,Total infected,70%,Vaccine Efficacy 100%,Low
195,16.0,3.122199999999964,Total infected,70%,Vaccine Efficacy 100%,Low
196,17.0,3.4629000000000474,Total infected,70%,Vaccine Efficacy 100%,Low
197,18.0,3.855699999999956,Total infected,70%,Vaccine Efficacy 100%,Low
198,19.0,4.302699999999959,Total infected,70%,Vaccine Efficacy 100%,Low
199,20.0,4.803600000000017,Total infected,70%,Vaccine Efficacy 100%,Low
200,21.0,5.174499999999966,Total infected,70%,Vaccine Efficacy 100%,Low
201,22.0,5.475000000000023,Total infected,70%,Vaccine Efficacy 100%,Low
202,23.0,5.837699999999984,Total infected,70%,Vaccine Efficacy 100%,Low
203,24.0,6.236399999999946,Total infected,70%,Vaccine Efficacy 100%,Low
204,25.0,6.7456000000000245,Total infected,70%,Vaccine Efficacy 100%,Low
205,26.0,7.288799999999981,Total infected,70%,Vaccine Efficacy 100%,Low
206,27.0,7.797600000000045,Total infected,70%,Vaccine Efficacy 100%,Low
207,28.0,8.158299999999997,Total infected,70%,Vaccine Efficacy 100%,Low
208,29.0,8.449000000000012,Total infected,70%,Vaccine Efficacy 100%,Low
209,30.0,8.847599999999943,Total infected,70%,Vaccine Efficacy 100%,Low
210,31.0,9.276499999999942,Total infected,70%,Vaccine Efficacy 100%,Low
211,32.0,9.69739999999996,Total infected,70%,Vaccine Efficacy 100%,Low
212,33.0,10.142299999999977,Total infected,70%,Vaccine Efficacy 100%,Low
213,34.0,10.623399999999947,Total infected,70%,Vaccine Efficacy 100%,Low
214,35.0,11.006000000000029,Total infected,70%,Vaccine Efficacy 100%,Low
215,36.0,11.318699999999978,Total infected,70%,Vaccine Efficacy 100%,Low
216,37.0,11.64749999999998,Total infected,70%,Vaccine Efficacy 100%,Low
217,38.0,12.050099999999986,Total infected,70%,Vaccine Efficacy 100%,Low
218,39.0,12.46289999999999,Total infected,70%,Vaccine Efficacy 100%,Low
219,40.0,12.91980000000001,Total infected,70%,Vaccine Efficacy 100%,Low
220,41.0,13.38880000000006,Total infected,70%,Vaccine Efficacy 100%,Low
221,42.0,13.789600000000007,Total infected,70%,Vaccine Efficacy 100%,Low
222,43.0,14.052099999999996,Total infected,70%,Vaccine Efficacy 100%,Low
223,44.0,14.354800000000012,Total infected,70%,Vaccine Efficacy 100%,Low
224,45.0,14.753600000000006,Total infected,70%,Vaccine Efficacy 100%,Low
225,46.0,15.098199999999963,Total infected,70%,Vaccine Efficacy 100%,Low
226,47.0,15.50509999999997,Total infected,70%,Vaccine Efficacy 100%,Low
227,48.0,15.9058,Total infected,70%,Vaccine Efficacy 100%,Low
228,49.0,16.228500000000054,Total infected,70%,Vaccine Efficacy 100%,Low
229,50.0,16.484899999999982,Total infected,70%,Vaccine Efficacy 100%,Low
230,51.0,16.801699999999983,Total infected,70%,Vaccine Efficacy 100%,Low
231,52.0,17.17229999999995,Total infected,70%,Vaccine Efficacy 100%,Low
232,53.0,17.482999999999947,Total infected,70%,Vaccine Efficacy 100%,Low
233,54.0,17.901799999999923,Total infected,70%,Vaccine Efficacy 100%,Low
234,55.0,18.298599999999965,Total infected,70%,Vaccine Efficacy 100%,Low
235,56.0,18.5933,Total infected,70%,Vaccine Efficacy 100%,Low
236,57.0,18.809599999999932,Total infected,70%,Vaccine Efficacy 100%,Low
237,58.0,19.076199999999915,Total infected,70%,Vaccine Efficacy 100%,Low
238,59.0,19.38280000000003,Total infected,70%,Vaccine Efficacy 100%,Low
239,60.0,19.759499999999946,Total infected,70%,Vaccine Efficacy 100%,Low
240,1.0,0.0,Total infected,0%,Vaccine Efficacy 100%,Medium
241,2.0,1.4288999999999987,Total infected,0%,Vaccine Efficacy 100%,Medium
242,3.0,6.747500000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
243,4.0,18.524900000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
244,5.0,37.891699999999986,Total infected,0%,Vaccine Efficacy 100%,Medium
245,6.0,62.04599999999999,Total infected,0%,Vaccine Efficacy 100%,Medium
246,7.0,79.84169999999997,Total infected,0%,Vaccine Efficacy 100%,Medium
247,8.0,93.60329999999999,Total infected,0%,Vaccine Efficacy 100%,Medium
248,9.0,109.89999999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
249,10.0,127.7955,Total infected,0%,Vaccine Efficacy 100%,Medium
250,11.0,145.2785,Total infected,0%,Vaccine Efficacy 100%,Medium
251,12.0,160.84359999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
252,13.0,174.08020000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
253,14.0,183.5229,Total infected,0%,Vaccine Efficacy 100%,Medium
254,15.0,190.54500000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
255,16.0,196.2105,Total infected,0%,Vaccine Efficacy 100%,Medium
256,17.0,201.02609999999999,Total infected,0%,Vaccine Efficacy 100%,Medium
257,18.0,204.6593,Total infected,0%,Vaccine Efficacy 100%,Medium
258,19.0,207.6433,Total infected,0%,Vaccine Efficacy 100%,Medium
259,20.0,210.1904,Total infected,0%,Vaccine Efficacy 100%,Medium
260,21.0,212.01,Total infected,0%,Vaccine Efficacy 100%,Medium
261,22.0,213.2866,Total infected,0%,Vaccine Efficacy 100%,Medium
262,23.0,214.6674,Total infected,0%,Vaccine Efficacy 100%,Medium
263,24.0,216.1203,Total infected,0%,Vaccine Efficacy 100%,Medium
264,25.0,217.6653,Total infected,0%,Vaccine Efficacy 100%,Medium
265,26.0,219.2765,Total infected,0%,Vaccine Efficacy 100%,Medium
266,27.0,220.8616,Total infected,0%,Vaccine Efficacy 100%,Medium
267,28.0,222.0401,Total infected,0%,Vaccine Efficacy 100%,Medium
268,29.0,223.014,Total infected,0%,Vaccine Efficacy 100%,Medium
269,30.0,224.1183,Total infected,0%,Vaccine Efficacy 100%,Medium
270,31.0,225.2465,Total infected,0%,Vaccine Efficacy 100%,Medium
271,32.0,226.3928,Total infected,0%,Vaccine Efficacy 100%,Medium
272,33.0,227.5652,Total infected,0%,Vaccine Efficacy 100%,Medium
273,34.0,228.6173,Total infected,0%,Vaccine Efficacy 100%,Medium
274,35.0,229.4269,Total infected,0%,Vaccine Efficacy 100%,Medium
275,36.0,230.0743,Total infected,0%,Vaccine Efficacy 100%,Medium
276,37.0,230.82569999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
277,38.0,231.44490000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
278,39.0,232.1184,Total infected,0%,Vaccine Efficacy 100%,Medium
279,40.0,232.7937,Total infected,0%,Vaccine Efficacy 100%,Medium
280,41.0,233.3889,Total infected,0%,Vaccine Efficacy 100%,Medium
281,42.0,233.82760000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
282,43.0,234.1624,Total infected,0%,Vaccine Efficacy 100%,Medium
283,44.0,234.46699999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
284,45.0,234.8136,Total infected,0%,Vaccine Efficacy 100%,Medium
285,46.0,235.11419999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
286,47.0,235.4228,Total infected,0%,Vaccine Efficacy 100%,Medium
287,48.0,235.6573,Total infected,0%,Vaccine Efficacy 100%,Medium
288,49.0,235.9178,Total infected,0%,Vaccine Efficacy 100%,Medium
289,50.0,236.1242,Total infected,0%,Vaccine Efficacy 100%,Medium
290,51.0,236.2865,Total infected,0%,Vaccine Efficacy 100%,Medium
291,52.0,236.4689,Total infected,0%,Vaccine Efficacy 100%,Medium
292,53.0,236.6153,Total infected,0%,Vaccine Efficacy 100%,Medium
293,54.0,236.8096,Total infected,0%,Vaccine Efficacy 100%,Medium
294,55.0,237.008,Total infected,0%,Vaccine Efficacy 100%,Medium
295,56.0,237.1603,Total infected,0%,Vaccine Efficacy 100%,Medium
296,57.0,237.2546,Total infected,0%,Vaccine Efficacy 100%,Medium
297,58.0,237.35070000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
298,59.0,237.483,Total infected,0%,Vaccine Efficacy 100%,Medium
299,60.0,237.5952,Total infected,0%,Vaccine Efficacy 100%,Medium
300,1.0,0.0,Total infected,10%,Vaccine Efficacy 100%,Medium
301,2.0,1.27049999999997,Total infected,10%,Vaccine Efficacy 100%,Medium
302,3.0,5.895800000000065,Total infected,10%,Vaccine Efficacy 100%,Medium
303,4.0,15.923800000000028,Total infected,10%,Vaccine Efficacy 100%,Medium
304,5.0,32.13639999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
305,6.0,52.743499999999955,Total infected,10%,Vaccine Efficacy 100%,Medium
306,7.0,68.09639999999996,Total infected,10%,Vaccine Efficacy 100%,Medium
307,8.0,79.83360000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
308,9.0,93.80339999999995,Total infected,10%,Vaccine Efficacy 100%,Medium
309,10.0,109.5712,Total infected,10%,Vaccine Efficacy 100%,Medium
310,11.0,125.40280000000001,Total infected,10%,Vaccine Efficacy 100%,Medium
311,12.0,139.90179999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
312,13.0,152.64330000000004,Total infected,10%,Vaccine Efficacy 100%,Medium
313,14.0,161.68540000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
314,15.0,168.22230000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
315,16.0,173.8579,Total infected,10%,Vaccine Efficacy 100%,Medium
316,17.0,178.7294,Total infected,10%,Vaccine Efficacy 100%,Medium
317,18.0,182.5813,Total infected,10%,Vaccine Efficacy 100%,Medium
318,19.0,185.6954,Total infected,10%,Vaccine Efficacy 100%,Medium
319,20.0,188.397,Total infected,10%,Vaccine Efficacy 100%,Medium
320,21.0,190.30270000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
321,22.0,191.6513,Total infected,10%,Vaccine Efficacy 100%,Medium
322,23.0,192.96999999999997,Total infected,10%,Vaccine Efficacy 100%,Medium
323,24.0,194.35290000000003,Total infected,10%,Vaccine Efficacy 100%,Medium
324,25.0,195.6193,Total infected,10%,Vaccine Efficacy 100%,Medium
325,26.0,197.0621,Total infected,10%,Vaccine Efficacy 100%,Medium
326,27.0,198.435,Total infected,10%,Vaccine Efficacy 100%,Medium
327,28.0,199.49689999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
328,29.0,200.2203,Total infected,10%,Vaccine Efficacy 100%,Medium
329,30.0,201.15429999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
330,31.0,202.16230000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
331,32.0,203.18849999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
332,33.0,204.17249999999999,Total infected,10%,Vaccine Efficacy 100%,Medium
333,34.0,205.13830000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
334,35.0,205.8558,Total infected,10%,Vaccine Efficacy 100%,Medium
335,36.0,206.427,Total infected,10%,Vaccine Efficacy 100%,Medium
336,37.0,207.0462,Total infected,10%,Vaccine Efficacy 100%,Medium
337,38.0,207.6714,Total infected,10%,Vaccine Efficacy 100%,Medium
338,39.0,208.27859999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
339,40.0,208.9099,Total infected,10%,Vaccine Efficacy 100%,Medium
340,41.0,209.4409,Total infected,10%,Vaccine Efficacy 100%,Medium
341,42.0,209.8557,Total infected,10%,Vaccine Efficacy 100%,Medium
342,43.0,210.1583,Total infected,10%,Vaccine Efficacy 100%,Medium
343,44.0,210.5231,Total infected,10%,Vaccine Efficacy 100%,Medium
344,45.0,210.8678,Total infected,10%,Vaccine Efficacy 100%,Medium
345,46.0,211.1744,Total infected,10%,Vaccine Efficacy 100%,Medium
346,47.0,211.4509,Total infected,10%,Vaccine Efficacy 100%,Medium
347,48.0,211.7235,Total infected,10%,Vaccine Efficacy 100%,Medium
348,49.0,211.96179999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
349,50.0,212.1563,Total infected,10%,Vaccine Efficacy 100%,Medium
350,51.0,212.3367,Total infected,10%,Vaccine Efficacy 100%,Medium
351,52.0,212.5593,Total infected,10%,Vaccine Efficacy 100%,Medium
352,53.0,212.73950000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
353,54.0,212.916,Total infected,10%,Vaccine Efficacy 100%,Medium
354,55.0,213.0503,Total infected,10%,Vaccine Efficacy 100%,Medium
355,56.0,213.1784,Total infected,10%,Vaccine Efficacy 100%,Medium
356,57.0,213.2966,Total infected,10%,Vaccine Efficacy 100%,Medium
357,58.0,213.3948,Total infected,10%,Vaccine Efficacy 100%,Medium
358,59.0,213.5111,Total infected,10%,Vaccine Efficacy 100%,Medium
359,60.0,213.60320000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
360,1.0,0.0,Total infected,40%,Vaccine Efficacy 100%,Medium
361,2.0,0.9157999999999902,Total infected,40%,Vaccine Efficacy 100%,Medium
362,3.0,3.382699999999943,Total infected,40%,Vaccine Efficacy 100%,Medium
