,day,cumulative_infected,type,type_pretty
88,29.0,22.22229999999996,Total infected,10%
89,30.0,23.141099999999966,Total infected,10%
90,31.0,24.26219999999998,Total infected,10%
91,32.0,25.46539999999999,Total infected,10%
92,33.0,26.850799999999964,Total infected,10%
93,34.0,28.30430000000004,Total infected,10%
94,35.0,29.351200000000006,Total infected,10%
95,36.0,30.206300000000027,Total infected,10%
96,37.0,31.088000000000022,Total infected,10%
97,38.0,32.0821,Total infected,10%
98,39.0,33.23219999999998,Total infected,10%
99,40.0,34.45139999999998,Total infected,10%
100,41.0,35.82390000000001,Total infected,10%
101,42.0,36.822900000000004,Total infected,10%
102,43.0,37.60859999999997,Total infected,10%
103,44.0,38.496500000000026,Total infected,10%
104,45.0,39.454399999999964,Total infected,10%
105,46.0,40.528400000000005,Total infected,10%
106,47.0,41.6977,Total infected,10%
107,48.0,42.990800000000036,Total infected,10%
108,49.0,43.97380000000001,Total infected,10%
109,50.0,44.68470000000002,Total infected,10%
110,51.0,45.46439999999998,Total infected,10%
111,52.0,46.37529999999995,Total infected,10%
112,53.0,47.4204,Total infected,10%
113,54.0,48.45949999999996,Total infected,10%
114,55.0,49.72970000000001,Total infected,10%
115,56.0,50.647699999999986,Total infected,10%
116,57.0,51.350299999999976,Total infected,10%
117,58.0,52.16119999999998,Total infected,10%
118,59.0,53.01410000000001,Total infected,10%
119,60.0,53.977000000000004,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.046999999999997044,Total infected,40%
122,3.0,0.1320999999999799,Total infected,40%
123,4.0,0.25030000000000996,Total infected,40%
124,5.0,0.41040000000000987,Total infected,40%
125,6.0,0.6246000000000436,Total infected,40%
126,7.0,0.8019000000000176,Total infected,40%
127,8.0,0.9508999999999617,Total infected,40%
128,9.0,1.1280999999999892,Total infected,40%
129,10.0,1.3633999999999844,Total infected,40%
130,11.0,1.6736999999999966,Total infected,40%
131,12.0,2.0039999999999907,Total infected,40%
132,13.0,2.3874000000000137,Total infected,40%
133,14.0,2.7077999999999918,Total infected,40%
134,15.0,2.994000000000028,Total infected,40%
135,16.0,3.3313000000000272,Total infected,40%
136,17.0,3.7257000000000176,Total infected,40%
137,18.0,4.189100000000025,Total infected,40%
138,19.0,4.678599999999989,Total infected,40%
139,20.0,5.232100000000003,Total infected,40%
140,21.0,5.690599999999989,Total infected,40%
141,22.0,6.086999999999989,Total infected,40%
142,23.0,6.492500000000007,Total infected,40%
143,24.0,6.939999999999969,Total infected,40%
144,25.0,7.5005999999999915,Total infected,40%
145,26.0,8.095199999999977,Total infected,40%
146,27.0,8.771799999999985,Total infected,40%
147,28.0,9.243299999999977,Total infected,40%
148,29.0,9.671700000000016,Total infected,40%
149,30.0,10.15209999999999,Total infected,40%
150,31.0,10.652600000000007,Total infected,40%
151,32.0,11.2192,Total infected,40%
152,33.0,11.841800000000006,Total infected,40%
153,34.0,12.507599999999968,Total infected,40%
154,35.0,13.033899999999988,Total infected,40%
155,36.0,13.426399999999973,Total infected,40%
156,37.0,13.874899999999997,Total infected,40%
157,38.0,14.314300000000003,Total infected,40%
158,39.0,14.825799999999987,Total infected,40%
159,40.0,15.369499999999988,Total infected,40%
160,41.0,15.997100000000017,Total infected,40%
161,42.0,16.478600000000014,Total infected,40%
162,43.0,16.867000000000004,Total infected,40%
163,44.0,17.303300000000007,Total infected,40%
164,45.0,17.773899999999998,Total infected,40%
165,46.0,18.306399999999996,Total infected,40%
166,47.0,18.8279,Total infected,40%
167,48.0,19.446600000000004,Total infected,40%
168,49.0,19.908900000000003,Total infected,40%
169,50.0,20.280299999999997,Total infected,40%
170,51.0,20.67880000000001,Total infected,40%
171,52.0,21.140299999999996,Total infected,40%
172,53.0,21.640699999999995,Total infected,40%
173,54.0,22.1781,Total infected,40%
174,55.0,22.731700000000004,Total infected,40%
175,56.0,23.203099999999992,Total infected,40%
176,57.0,23.542500000000004,Total infected,40%
177,58.0,23.954899999999995,Total infected,40%
178,59.0,24.37230000000001,Total infected,40%
179,60.0,24.865899999999996,Total infected,40%
