,day,cumulative_infected,type,type_pretty
101,42.0,77.05019999999999,Total infected,10%
102,43.0,78.40889999999999,Total infected,10%
103,44.0,79.78960000000001,Total infected,10%
104,45.0,81.32870000000003,Total infected,10%
105,46.0,83.11410000000001,Total infected,10%
106,47.0,84.98599999999999,Total infected,10%
107,48.0,87.0421,Total infected,10%
108,49.0,88.5832,Total infected,10%
109,50.0,89.7174,Total infected,10%
110,51.0,90.85770000000001,Total infected,10%
111,52.0,92.1924,Total infected,10%
112,53.0,93.63929999999999,Total infected,10%
113,54.0,95.28450000000002,Total infected,10%
114,55.0,97.16839999999999,Total infected,10%
115,56.0,98.42479999999999,Total infected,10%
116,57.0,99.40279999999998,Total infected,10%
117,58.0,100.45479999999999,Total infected,10%
118,59.0,101.57310000000001,Total infected,10%
119,60.0,102.8136,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.038100000000014234,Total infected,40%
122,3.0,0.130299999999977,Total infected,40%
123,4.0,0.2826000000000022,Total infected,40%
124,5.0,0.5371000000000095,Total infected,40%
125,6.0,0.8335999999999899,Total infected,40%
126,7.0,1.176400000000001,Total infected,40%
127,8.0,1.4269000000000176,Total infected,40%
128,9.0,1.7735000000000127,Total infected,40%
129,10.0,2.2545000000000073,Total infected,40%
130,11.0,2.8496999999999844,Total infected,40%
131,12.0,3.6371999999999787,Total infected,40%
132,13.0,4.639299999999963,Total infected,40%
133,14.0,5.340699999999998,Total infected,40%
134,15.0,5.9299000000000035,Total infected,40%
135,16.0,6.631200000000007,Total infected,40%
136,17.0,7.498999999999995,Total infected,40%
137,18.0,8.55510000000001,Total infected,40%
138,19.0,9.837600000000009,Total infected,40%
139,20.0,11.214500000000015,Total infected,40%
140,21.0,12.244400000000013,Total infected,40%
141,22.0,13.068100000000015,Total infected,40%
142,23.0,13.951999999999998,Total infected,40%
143,24.0,14.966000000000008,Total infected,40%
144,25.0,16.106199999999987,Total infected,40%
145,26.0,17.342600000000004,Total infected,40%
146,27.0,18.795600000000007,Total infected,40%
147,28.0,19.839700000000008,Total infected,40%
148,29.0,20.605199999999996,Total infected,40%
149,30.0,21.47289999999998,Total infected,40%
150,31.0,22.527100000000004,Total infected,40%
151,32.0,23.6674,Total infected,40%
152,33.0,24.915899999999993,Total infected,40%
153,34.0,26.35680000000002,Total infected,40%
154,35.0,27.412899999999993,Total infected,40%
155,36.0,28.172300000000007,Total infected,40%
156,37.0,29.050200000000018,Total infected,40%
157,38.0,30.03010000000002,Total infected,40%
158,39.0,31.152299999999997,Total infected,40%
159,40.0,32.3707,Total infected,40%
160,41.0,33.85980000000002,Total infected,40%
161,42.0,34.889799999999994,Total infected,40%
162,43.0,35.6734,Total infected,40%
163,44.0,36.521100000000004,Total infected,40%
164,45.0,37.4871,Total infected,40%
165,46.0,38.583200000000005,Total infected,40%
166,47.0,39.783699999999996,Total infected,40%
167,48.0,41.04209999999999,Total infected,40%
168,49.0,42.02389999999998,Total infected,40%
169,50.0,42.763400000000004,Total infected,40%
170,51.0,43.490999999999985,Total infected,40%
171,52.0,44.27449999999999,Total infected,40%
172,53.0,45.136300000000006,Total infected,40%
173,54.0,46.13839999999999,Total infected,40%
174,55.0,47.21039999999999,Total infected,40%
175,56.0,47.949900000000014,Total infected,40%
176,57.0,48.553200000000004,Total infected,40%
177,58.0,49.2124,Total infected,40%
178,59.0,49.94390000000001,Total infected,40%
179,60.0,50.75540000000001,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.01999999999999602,Total infected,70%
182,3.0,0.054100000000005366,Total infected,70%
183,4.0,0.11629999999999541,Total infected,70%
184,5.0,0.18840000000000146,Total infected,70%
185,6.0,0.2886000000000024,Total infected,70%
186,7.0,0.36079999999999757,Total infected,70%
187,8.0,0.40689999999999316,Total infected,70%
188,9.0,0.5029999999999859,Total infected,70%
189,10.0,0.6411999999999978,Total infected,70%
190,11.0,0.8156000000000034,Total infected,70%
191,12.0,0.9698999999999955,Total infected,70%
192,13.0,1.1924000000000063,Total infected,70%
193,14.0,1.3426999999999936,Total infected,70%
194,15.0,1.4849999999999994,Total infected,70%
195,16.0,1.6573000000000064,Total infected,70%
196,17.0,1.8477000000000032,Total infected,70%
197,18.0,2.022100000000009,Total infected,70%
198,19.0,2.2545999999999964,Total infected,70%
199,20.0,2.5191000000000088,Total infected,70%
200,21.0,2.727499999999992,Total infected,70%
201,22.0,2.9057999999999993,Total infected,70%
202,23.0,3.0940999999999974,Total infected,70%
203,24.0,3.302499999999995,Total infected,70%
204,25.0,3.5411000000000143,Total infected,70%
205,26.0,3.8296999999999883,Total infected,70%
206,27.0,4.138299999999987,Total infected,70%
207,28.0,4.354699999999994,Total infected,70%
208,29.0,4.539100000000005,Total infected,70%
209,30.0,4.775500000000008,Total infected,70%
210,31.0,4.995899999999992,Total infected,70%
211,32.0,5.256500000000003,Total infected,70%
212,33.0,5.5630999999999915,Total infected,70%
213,34.0,5.835600000000014,Total infected,70%
214,35.0,6.112200000000001,Total infected,70%
215,36.0,6.3045999999999935,Total infected,70%
216,37.0,6.537099999999995,Total infected,70%
217,38.0,6.751500000000007,Total infected,70%
218,39.0,7.040099999999995,Total infected,70%
219,40.0,7.310700000000011,Total infected,70%
220,41.0,7.607300000000009,Total infected,70%
221,42.0,7.795599999999993,Total infected,70%
222,43.0,7.971900000000005,Total infected,70%
223,44.0,8.2425,Total infected,70%
224,45.0,8.505000000000003,Total infected,70%
225,46.0,8.749500000000005,Total infected,70%
226,47.0,9.024099999999997,Total infected,70%
227,48.0,9.338599999999992,Total infected,70%
228,49.0,9.533000000000001,Total infected,70%
229,50.0,9.693399999999997,Total infected,70%
230,51.0,9.899799999999999,Total infected,70%
231,52.0,10.118200000000002,Total infected,70%
232,53.0,10.346699999999998,Total infected,70%
233,54.0,10.663299999999992,Total infected,70%
234,55.0,10.931899999999992,Total infected,70%
235,56.0,11.138300000000001,Total infected,70%
236,57.0,11.348799999999997,Total infected,70%
237,58.0,11.536999999999999,Total infected,70%
238,59.0,11.7716,Total infected,70%
239,60.0,12.0,Total infected,70%
